claim_ref,policy_no,loss_date,report_date,status,peril_code,region,paid_gbp,outstanding_gbp,incurred_gbp
BRD-2025M11-031993,POL-8024606,2025-01-12,2025-02-04,Closed,TPBI,South,2418.03,0.00,2418.03
BRD-2025M11-031994,POL-6241829,2025-10-01,2025-10-04,ClosedWithoutPayment,AD,London,0.00,0.00,0.00
BRD-2025M11-031995,POL-5964339,2025-09-20,2025-09-26,Closed,TPPD,London,2383.12,0.00,2383.12
BRD-2025M11-031996,POL-8729367,2024-09-11,2024-09-11,Open,TPPD,North,57.38,3645.12,3702.50
BRD-2025M11-031997,POL-9220131,2025-04-21,2025-05-01,Closed,TPBI,North,2405.77,0.00,2405.77
BRD-2025M11-031998,POL-2137230,2024-12-21,2024-12-21,Open,AD,London,635.58,681.63,1317.21
BRD-2025M11-031999,POL-6221588,2025-03-05,2025-03-05,Closed,TPPD,South,629.36,0.00,629.36
BRD-2025M11-032000,POL-2484360,2025-03-05,2025-03-06,Closed,AD,North,428.99,0.00,428.99
BRD-2025M11-032001,POL-7280313,2025-03-10,2025-03-16,Open,TPPD,Midlands,10398.23,39710.41,50108.64
BRD-2025M11-032002,POL-9552256,2025-10-25,2025-11-13,Closed,AD,London,10740.39,0.00,10740.39
BRD-2025M11-032003,POL-7982161,2025-09-27,2025-10-02,Closed,FI,North,736.56,0.00,736.56
BRD-2025M11-032004,POL-7973804,2025-08-12,2025-08-30,Closed,AD,London,2013.72,0.00,2013.72
BRD-2025M11-032005,POL-1959315,2025-11-29,2025-11-30,Closed,WS,North,3387.17,0.00,3387.17
BRD-2025M11-032006,POL-2784019,2025-10-03,2025-10-04,Closed,TPBI,Midlands,1031.21,0.00,1031.21
BRD-2025M11-032007,POL-5820254,2025-07-19,2025-07-22,Closed,WS,North,572.79,0.00,572.79
BRD-2025M11-032008,POL-5780663,2025-06-26,2025-07-01,Closed,TPPD,Midlands,4910.50,0.00,4910.50
BRD-2025M11-032009,POL-5021950,2025-10-19,2025-10-29,Closed,AD,North,2434.33,0.00,2434.33
BRD-2025M11-032010,POL-1434630,2025-09-09,2025-09-13,Closed,TPBI,South,1596.75,0.00,1596.75
BRD-2025M11-032011,POL-5697101,2025-04-28,2025-04-28,Closed,TPPD,Scotland,10936.08,0.00,10936.08
BRD-2025M11-032012,POL-3056881,2024-09-19,2024-10-14,Closed,WS,South,197.08,0.00,197.08
BRD-2025M11-032013,POL-9824640,2025-05-04,2025-05-07,Closed,TPPD,London,377.66,0.00,377.66
BRD-2025M11-032014,POL-8945712,2025-01-07,2025-01-10,Closed,TPBI,Midlands,2234.43,0.00,2234.43
BRD-2025M11-032015,POL-7338883,2025-05-14,2025-05-14,ClosedWithoutPayment,AD,South,0.00,0.00,0.00
BRD-2025M11-032016,POL-3263162,2025-09-24,2025-11-13,Open,AD,North,19.07,166.52,185.59
BRD-2025M11-032017,POL-5623772,2024-09-17,2024-09-26,Reopened,TPBI,North,660.95,1008.56,1669.51
BRD-2025M11-032018,POL-7240810,2025-01-23,2025-02-01,Closed,FI,London,7682.17,0.00,7682.17
BRD-2025M11-032019,POL-9624411,2025-06-02,2025-06-11,Closed,AD,North,682.03,0.00,682.03
BRD-2025M11-032020,POL-7229859,2025-02-25,2025-04-25,Closed,AD,North,5946.15,0.00,5946.15
BRD-2025M11-032021,POL-7794117,2025-05-01,2025-05-04,Closed,AD,London,911.30,0.00,911.30
BRD-2025M11-032022,POL-2022257,2025-02-03,2025-02-14,Closed,AD,London,244.22,0.00,244.22
BRD-2025M11-032024,POL-9020052,2025-10-30,2025-11-30,ClosedWithoutPayment,TPBI,London,0.00,0.00,0.00
BRD-2025M11-032025,POL-4150753,2025-11-20,2025-11-21,Closed,AD,Midlands,2342.31,0.00,2342.31
BRD-2025M11-032026,POL-8873752,2025-04-11,2025-04-12,Open,AD,South,461.27,228.69,689.96
BRD-2025M11-032027,POL-4969367,2024-09-21,2024-09-25,Closed,AD,South,640.03,0.00,640.03
BRD-2025M11-032028,POL-7373890,2024-11-22,2024-12-13,Closed,AD,South,1678.53,0.00,1678.53
BRD-2025M11-032029,POL-8248889,2025-07-15,2025-07-26,Closed,AD,London,152.87,0.00,152.87
BRD-2025M11-032030,POL-7065694,2025-05-04,2025-05-07,Closed,WS,South,264.27,0.00,264.27
BRD-2025M11-032031,POL-7079475,2024-06-15,2024-06-21,ClosedWithoutPayment,WS,South,0.00,0.00,0.00
BRD-2025M11-032032,POL-4521574,2025-10-27,2025-11-04,Closed,WS,North,3720.54,0.00,3720.54
BRD-2025M11-032033,POL-6202264,2025-07-29,2025-08-08,Open,AD,South,19.75,201.47,221.22
BRD-2025M11-032034,POL-8948166,2025-07-14,2025-07-20,ClosedWithoutPayment,TPBI,Midlands,0.00,0.00,0.00
BRD-2025M11-032035,POL-8096461,2025-06-22,2025-06-26,Closed,AD,Scotland,644.14,0.00,644.14
BRD-2025M11-032036,POL-2496451,2025-07-20,2025-08-13,Closed,AD,South,1777.17,0.00,1777.17
BRD-2025M11-032037,POL-9150206,2025-04-08,2025-04-17,Closed,AD,London,2411.08,0.00,2411.08
BRD-2025M11-032038,POL-8034807,2025-02-06,2025-02-08,Closed,TPPD,South,774.05,0.00,774.05
BRD-2025M11-032039,POL-4481513,2025-07-26,2025-09-03,Closed,FI,South,4249.69,0.00,4249.69
BRD-2025M11-032040,POL-7686535,2025-04-23,2025-04-25,Closed,AD,North,9956.38,0.00,9956.38
BRD-2025M11-032041,POL-5696822,2025-06-11,2025-06-20,Closed,AD,Midlands,1956.09,0.00,1956.09
BRD-2025M11-032042,POL-9758675,2025-08-18,2025-09-03,Closed,WS,North,2198.13,0.00,2198.13
BRD-2025M11-032043,POL-3029093,2024-08-23,2024-09-07,Closed,TPBI,South,2890.52,0.00,2890.52
BRD-2025M11-032044,POL-4857545,2025-03-26,2025-04-03,Open,TPPD,London,63.64,980.91,1044.55
BRD-2025M11-032045,POL-8827489,2025-05-17,2025-08-29,ClosedWithoutPayment,TPPD,Midlands,0.00,0.00,0.00
BRD-2025M11-032046,POL-2228117,2025-06-27,2025-07-13,Open,TPPD,London,71.72,1057.18,1128.90
BRD-2025M11-032047,POL-3046027,2024-08-31,2024-08-31,Open,WS,North,372.32,783.14,1155.46
BRD-2025M11-032048,POL-2280819,2025-07-05,2025-07-07,Closed,AD,London,11937.97,0.00,11937.97
BRD-2025M11-032049,POL-3797233,2024-10-20,2024-11-07,Open,FI,Midlands,487.50,1276.37,1763.87
BRD-2025M11-032050,POL-1873789,2025-03-09,2025-03-16,Closed,AD,London,914.23,0.00,914.23
BRD-2025M11-032051,POL-5608980,2025-11-09,2025-11-10,Open,AD,London,1465.20,1944.53,3409.73
BRD-2025M11-032052,POL-1241828,2024-09-14,2024-09-20,Open,TPPD,North,685.30,855.41,1540.71
BRD-2025M11-032053,POL-1303784,2025-06-05,2025-06-27,Closed,AD,South,6354.98,0.00,6354.98
BRD-2025M11-032054,POL-4021433,2025-10-01,2025-10-04,Closed,AD,Midlands,812.06,0.00,812.06
BRD-2025M11-032055,POL-4132699,2025-10-12,2025-10-14,Open,AD,North,39.14,1468.95,1508.09
BRD-2025M11-032056,POL-4064784,2024-12-11,2024-12-14,Closed,TPPD,North,426.16,0.00,426.16
BRD-2025M11-032057,POL-4223240,2025-11-19,2025-11-23,Open,TPPD,South,1593.53,1486.46,3079.99
BRD-2025M11-032058,POL-2436257,2025-10-11,2025-10-11,ClosedWithoutPayment,WS,South,0.00,0.00,0.00
BRD-2025M11-032059,POL-5435783,2025-01-01,2025-01-10,Closed,TPBI,North,1738.64,0.00,1738.64
BRD-2025M11-032060,POL-1447143,2025-11-28,2025-11-30,Closed,TH,North,87.61,0.00,87.61
BRD-2025M11-032061,POL-1898237,2025-05-30,2025-06-11,Open,AD,Midlands,441.54,1316.10,1757.64
BRD-2025M11-032062,POL-3182542,2025-11-17,2025-11-30,Closed,FI,North,1604.11,0.00,1604.11
BRD-2025M11-032063,POL-6294569,2025-10-31,2025-11-07,Closed,TPPD,South,480.04,0.00,480.04
BRD-2025M11-032064,POL-7401905,2025-01-06,2025-01-31,Open,TPPD,London,169.56,1514.14,1683.70
BRD-2025M11-032065,POL-2419205,2024-07-13,2024-07-13,Reopened,TH,South,261.51,154.92,416.43
BRD-2025M11-032066,POL-1749290,2024-11-25,2024-11-25,Closed,AD,Midlands,3319.98,0.00,3319.98
BRD-2025M11-032067,POL-9103701,2025-09-24,2025-10-06,Open,TPPD,South,152.68,233.64,386.32
BRD-2025M11-032068,POL-5157293,2025-06-24,2025-06-26,Closed,TH,London,3713.18,0.00,3713.18
BRD-2025M11-032069,POL-3335953,2024-10-06,2024-10-06,Closed,AD,South,1849.92,0.00,1849.92
BRD-2025M11-032070,POL-2377910,2025-09-02,2025-09-08,ClosedWithoutPayment,WS,South,0.00,0.00,0.00
BRD-2025M11-032071,POL-5542267,2024-12-19,2024-12-21,Closed,TH,North,2823.95,0.00,2823.95
BRD-2025M11-032072,POL-4351034,2025-08-12,2025-08-16,Closed,AD,North,2797.24,0.00,2797.24
BRD-2025M11-032073,POL-3439262,2025-05-05,2025-05-15,Closed,TH,Scotland,1190.39,0.00,1190.39
BRD-2025M11-032074,POL-3932313,2025-10-07,2025-10-11,Closed,AD,Midlands,10580.89,0.00,10580.89
BRD-2025M11-032075,POL-8323059,2025-09-21,2025-09-21,Open,AD,Scotland,2344.82,1760.60,4105.42
BRD-2025M11-032076,POL-3065680,2025-06-11,2025-06-14,Closed,TH,North,523.10,0.00,523.10
BRD-2025M11-032077,POL-5687547,2025-01-19,2025-01-28,Closed,TH,South,3753.94,0.00,3753.94
BRD-2025M11-032078,POL-4352918,2025-10-10,2025-11-10,Closed,AD,London,550.59,0.00,550.59
BRD-2025M11-032079,POL-4737251,2025-05-24,2025-06-12,Open,AD,Midlands,46.08,2905.98,2952.06
BRD-2025M11-032080,POL-3641658,2025-08-18,2025-08-22,Closed,TPPD,North,163.09,0.00,163.09
BRD-2025M11-032081,POL-6105944,2025-07-17,2025-07-20,Closed,TPPD,London,1600.16,0.00,1600.16
BRD-2025M11-032082,POL-2096784,2025-04-08,2025-04-12,Closed,TPPD,South,8605.73,0.00,8605.73
BRD-2025M11-032083,POL-6083850,2025-11-20,2025-11-22,Open,WS,Midlands,1443.40,1263.90,2707.30
BRD-2025M11-032084,POL-9896653,2025-07-03,2025-07-09,Closed,AD,Midlands,5445.29,0.00,5445.29
BRD-2025M11-032085,POL-2448805,2025-01-08,2025-01-28,Open,TPBI,London,282.99,540.19,823.18
BRD-2025M11-032086,POL-1051794,2025-06-25,2025-07-03,Closed,TPPD,Scotland,27769.50,0.00,27769.50
BRD-2025M11-032087,POL-7286723,2025-09-04,2025-09-06,Closed,TPPD,London,559.23,0.00,559.23
BRD-2025M11-032088,POL-2881748,2025-11-05,2025-11-05,Closed,FI,London,2239.21,0.00,2239.21
BRD-2025M11-032089,POL-9205379,2025-06-30,2025-07-09,Closed,TPPD,London,2783.79,0.00,2783.79
BRD-2025M11-032090,POL-1813049,2025-03-31,2025-04-17,Open,AD,Midlands,74.10,2124.52,2198.62
BRD-2025M11-032091,POL-1951378,2025-02-04,2025-02-12,Closed,TPPD,North,13437.97,0.00,13437.97
BRD-2025M11-032092,POL-1690626,2025-08-26,2025-09-19,Closed,WS,South,5242.78,0.00,5242.78
BRD-2025M11-032093,POL-3496490,2025-03-25,2025-04-04,Open,AD,London,340.90,745.67,1086.57
BRD-2025M11-032094,POL-1002254,2025-10-22,2025-11-30,Closed,AD,London,2170.19,0.00,2170.19
BRD-2025M11-032095,POL-7388301,2025-09-20,2025-09-27,Closed,AD,London,895.42,0.00,895.42
BRD-2025M11-032096,POL-4326388,2025-11-13,2025-11-29,Closed,AD,South,1083.57,0.00,1083.57
BRD-2025M11-032097,POL-4566692,2025-02-13,2025-02-17,Closed,TH,London,4228.18,0.00,4228.18
BRD-2025M11-032098,POL-7260147,2025-09-20,2025-10-02,Closed,TH,North,5311.72,0.00,5311.72
BRD-2025M11-032099,POL-9911343,2025-07-04,2025-07-10,Closed,TPPD,London,13122.31,0.00,13122.31
BRD-2025M11-032100,POL-8738810,2025-01-16,2025-01-20,Closed,TPPD,North,907.42,0.00,907.42
BRD-2025M11-032101,POL-6016391,2025-08-21,2025-08-23,Open,TH,London,14.03,165.79,179.82
BRD-2025M11-032102,POL-8112593,2025-08-14,2025-08-14,Closed,TH,Midlands,447.72,0.00,447.72
BRD-2025M11-032103,POL-6478973,2025-02-24,2025-03-03,Closed,AD,Midlands,27699.20,0.00,27699.20
BRD-2025M11-032104,POL-3097442,2025-08-02,2025-08-24,Open,TH,Midlands,379.33,170.02,549.35
BRD-2025M11-032105,POL-1032770,2024-08-13,2024-09-14,Closed,TPBI,London,14314.50,0.00,14314.50
BRD-2025M11-032106,POL-6918989,2025-03-02,2025-03-04,Open,FI,London,105.93,358.56,464.49
BRD-2025M11-032107,POL-5003177,2025-10-18,2025-10-23,Closed,TPPD,Midlands,1479.25,0.00,1479.25
BRD-2025M11-032108,POL-4967711,2025-07-20,2025-07-28,Closed,WS,London,772.13,0.00,772.13
BRD-2025M11-032109,POL-5080294,2025-11-16,2025-11-17,Closed,AD,London,9204.07,0.00,9204.07
BRD-2025M11-032110,POL-4801073,2025-08-29,2025-08-30,Closed,AD,London,1073.05,0.00,1073.05
BRD-2025M11-032111,POL-3822739,2025-06-11,2025-06-18,Closed,AD,Midlands,749.96,0.00,749.96
BRD-2025M11-032112,POL-4095198,2024-06-24,2024-06-25,Closed,TH,South,1928.58,0.00,1928.58
BRD-2025M11-032113,POL-7266298,2025-08-31,2025-08-31,Open,AD,Midlands,573.00,346.92,919.92
BRD-2025M11-032114,POL-1112991,2024-12-05,2024-12-27,Closed,AD,South,1867.75,0.00,1867.75
BRD-2025M11-032115,POL-1578217,2025-09-02,2025-09-25,Closed,AD,Midlands,290.15,0.00,290.15
BRD-2025M11-032116,POL-3183525,2025-03-29,2025-04-07,Open,TH,South,912.95,1766.62,2679.57
BRD-2025M11-032117,POL-5675181,2024-11-24,2024-11-30,Open,TPBI,London,558.68,1114.50,1673.18
BRD-2025M11-032118,POL-5627350,2025-05-03,2025-05-16,Closed,AD,North,2576.81,0.00,2576.81
BRD-2025M11-032119,POL-5230347,2025-10-18,2025-10-26,Closed,TPPD,North,2456.11,0.00,2456.11
BRD-2025M11-032120,POL-1120570,2025-02-24,2025-03-18,Closed,AD,London,225.18,0.00,225.18
BRD-2025M11-032121,POL-5467433,2025-10-11,2025-10-19,Closed,TPPD,Midlands,153.96,0.00,153.96
BRD-2025M11-032122,POL-1888456,2025-07-20,2025-07-22,Closed,TH,South,3772.15,0.00,3772.15
BRD-2025M11-032123,POL-1875930,2024-12-23,2024-12-26,Open,TPPD,London,999.28,479.31,1478.59
BRD-2025M11-032124,POL-9146872,2025-05-13,2025-05-21,Reopened,TPPD,London,537.97,482.98,1020.95
BRD-2025M11-032125,POL-1125154,2025-09-22,2025-09-28,Closed,TPPD,Scotland,363.17,0.00,363.17
BRD-2025M11-032126,POL-1245643,2025-04-29,2025-05-07,Closed,AD,North,1265.09,0.00,1265.09
BRD-2025M11-032127,POL-1961052,2025-04-10,2025-05-04,Open,TH,North,296.40,465.02,761.42
BRD-2025M11-032128,POL-8823805,2025-10-17,2025-10-24,Closed,AD,Scotland,1966.62,0.00,1966.62
BRD-2025M11-032129,POL-4960812,2025-05-12,2025-05-18,Closed,TPPD,London,2433.46,0.00,2433.46
BRD-2025M11-032130,POL-5351011,2025-09-19,2025-09-26,Closed,TPPD,South,98.42,0.00,98.42
BRD-2025M11-032131,POL-9047060,2024-12-18,2024-12-23,ClosedWithoutPayment,TH,Midlands,0.00,0.00,0.00
BRD-2025M11-032132,POL-5312988,2025-05-10,2025-05-11,Closed,AD,Midlands,2289.71,0.00,2289.71
BRD-2025M11-032133,POL-1971162,2025-11-17,2025-11-30,Closed,FI,South,1650.49,0.00,1650.49
BRD-2025M11-032134,POL-4026888,2025-07-30,2025-08-22,Reopened,TPPD,North,573.50,2946.82,3520.32
BRD-2025M11-032135,POL-5341817,2025-04-12,2025-04-18,Reopened,AD,North,50.51,272.88,323.39
BRD-2025M11-032136,POL-8030397,2025-04-25,2025-05-02,Closed,WS,London,292.89,0.00,292.89
BRD-2025M11-032137,POL-6786441,2025-09-29,2025-10-04,Closed,TH,London,-175.68,0.00,-175.68
BRD-2025M11-032138,POL-5671146,2024-10-02,2024-10-05,Closed,FI,Midlands,1263.64,0.00,1263.64
BRD-2025M11-032139,POL-6272320,2025-03-05,2025-04-02,Closed,FI,Scotland,2896.36,0.00,2896.36
BRD-2025M11-032140,POL-5625947,2025-06-27,2025-06-27,Closed,AD,Midlands,2215.00,0.00,2215.00
BRD-2025M11-032141,POL-2074915,2025-02-20,2025-03-01,Open,FI,Midlands,385.37,510.91,896.28
BRD-2025M11-032142,POL-7351779,2025-08-11,2025-08-13,Closed,TPPD,London,550.29,0.00,550.29
BRD-2025M11-032143,POL-6764033,2025-10-08,2025-10-30,Closed,TPPD,North,6110.41,0.00,6110.41
BRD-2025M11-032144,POL-4410495,2025-04-05,2025-04-07,Open,TPBI,Scotland,2073.14,1036.46,3109.60
BRD-2025M11-032145,POL-4421986,2025-06-14,2025-06-27,Closed,TPBI,Scotland,2635.01,0.00,2635.01
BRD-2025M11-032146,POL-7167302,2025-06-14,2025-06-17,Closed,TPBI,North,1087.63,0.00,1087.63
BRD-2025M11-032147,POL-4292467,2025-03-31,2025-03-31,Closed,TPPD,London,192.30,0.00,192.30
BRD-2025M11-032148,POL-8741085,2025-08-29,2025-08-29,Closed,AD,South,675.76,0.00,675.76
BRD-2025M11-032149,POL-6961664,2025-09-26,2025-10-05,Reopened,TH,London,749.78,599.17,1348.95
BRD-2025M11-032150,POL-3857048,2024-09-03,2024-09-05,Closed,TPPD,Midlands,2704.27,0.00,2704.27
BRD-2025M11-032151,POL-1935738,2024-12-30,2025-01-01,Closed,AD,North,1201.39,0.00,1201.39
BRD-2025M11-032152,POL-8792125,2024-08-04,2024-09-20,ClosedWithoutPayment,WS,North,0.00,0.00,0.00
BRD-2025M11-032153,POL-3081342,2025-05-10,2025-05-13,ClosedWithoutPayment,TPPD,North,0.00,0.00,0.00
BRD-2025M11-032154,POL-5992341,2025-02-11,2025-02-14,ClosedWithoutPayment,TPPD,South,0.00,0.00,0.00
BRD-2025M11-032155,POL-5072065,2025-09-03,2025-10-10,Closed,TPPD,Scotland,901.48,0.00,901.48
BRD-2025M11-032156,POL-1564439,2025-10-19,2025-10-22,Closed,TPPD,South,2932.44,0.00,2932.44
BRD-2025M11-032157,POL-1223090,2025-05-12,2025-05-13,Closed,WS,Scotland,3566.11,0.00,3566.11
BRD-2025M11-032158,POL-5879755,2025-10-17,2025-11-03,ClosedWithoutPayment,WS,North,0.00,0.00,0.00
BRD-2025M11-032159,POL-9857356,2025-03-09,2025-03-25,Closed,TH,London,855.32,0.00,855.32
BRD-2025M11-032160,POL-1634545,2025-06-07,2025-06-08,Closed,TPPD,Scotland,1580.29,0.00,1580.29
BRD-2025M11-032161,POL-9245156,2025-11-24,2025-11-30,Closed,TPPD,Midlands,1155.62,0.00,1155.62
BRD-2025M11-032162,POL-2275913,2025-09-25,2025-10-08,Closed,AD,South,377.32,0.00,377.32
BRD-2025M11-032163,POL-9960782,2025-03-12,2025-03-15,Reopened,TPPD,North,45.05,1849.39,1894.44
BRD-2025M11-032164,POL-1922948,2024-06-21,2024-06-26,Closed,TPPD,North,1129.81,0.00,1129.81
BRD-2025M11-032165,POL-6588867,2024-10-26,2024-11-19,Closed,AD,South,2679.26,0.00,2679.26
BRD-2025M11-032166,POL-2891119,2025-02-03,2025-02-14,Closed,AD,North,5225.31,0.00,5225.31
BRD-2025M11-032167,POL-6773206,2025-02-14,2025-03-08,ClosedWithoutPayment,TPPD,North,0.00,0.00,0.00
BRD-2025M11-032168,POL-8347016,2024-08-21,2024-08-22,Open,AD,North,26.13,641.24,667.37
BRD-2025M11-032169,POL-8050614,2025-09-12,2025-10-12,ClosedWithoutPayment,TH,South,0.00,0.00,0.00
BRD-2025M11-032170,POL-3722509,2025-01-28,2025-02-06,Closed,AD,Scotland,2338.27,0.00,2338.27
BRD-2025M11-032171,POL-1089656,2025-11-08,2025-11-13,Open,TPPD,Midlands,23.86,373.97,397.83
BRD-2025M11-032172,POL-9084966,2025-03-21,2025-03-24,Open,FI,Midlands,92.91,1189.55,1282.46
BRD-2025M11-032173,POL-9177360,2025-07-03,2025-07-10,Closed,TPBI,South,3091.02,0.00,3091.02
BRD-2025M11-032174,POL-5455537,2024-08-01,2024-08-04,Closed,AD,Scotland,1725.08,0.00,1725.08
BRD-2025M11-032175,POL-2969740,2025-06-15,2025-06-24,Closed,TH,London,300.16,0.00,300.16
BRD-2025M11-032176,POL-1076921,2024-11-04,2024-11-24,Open,TPPD,Scotland,207.00,1038.91,1245.91
BRD-2025M11-032178,POL-1371156,2025-10-11,2025-10-13,Closed,AD,North,1646.16,0.00,1646.16
BRD-2025M11-032179,POL-5513354,2025-08-09,2025-08-13,Closed,TH,North,7968.05,0.00,7968.05
BRD-2025M11-032180,POL-8541047,2025-11-06,2025-11-08,Closed,TH,South,4295.77,0.00,4295.77
BRD-2025M11-032181,POL-4124788,2024-09-20,2024-09-22,Open,AD,London,563.00,891.28,1454.28
BRD-2025M11-032182,POL-3793352,2025-09-25,2025-10-04,Closed,TH,London,8491.86,0.00,8491.86
BRD-2025M11-032183,POL-9191223,2025-10-05,2025-11-18,Closed,TPPD,Scotland,2029.45,0.00,2029.45
BRD-2025M11-032184,POL-8393207,2025-02-19,2025-03-28,Closed,TPBI,Midlands,9187.71,0.00,9187.71
BRD-2025M11-032185,POL-1487304,2025-04-14,2025-04-21,Closed,FI,Midlands,3166.96,0.00,3166.96
BRD-2025M11-032186,POL-1429154,2025-10-11,2025-10-12,Open,TPBI,London,232.99,1126.69,1359.68
BRD-2025M11-032187,POL-5552376,2025-03-30,2025-03-31,Closed,AD,London,599.54,0.00,599.54
BRD-2025M11-032188,POL-7676791,2024-12-01,2024-12-12,Open,TPPD,Midlands,654.09,401.62,1055.71
BRD-2025M11-032189,POL-1051220,2025-04-15,2025-04-16,Closed,AD,Midlands,2628.50,0.00,2628.50
BRD-2025M11-032190,POL-6554504,2025-03-28,2025-04-09,Open,TH,London,136.79,516.54,653.33
BRD-2025M11-032191,POL-1937458,2025-07-23,2025-07-31,Closed,AD,London,1283.79,0.00,1283.79
BRD-2025M11-032192,POL-3269752,2025-06-17,2025-06-17,Closed,AD,London,1093.73,0.00,1093.73
BRD-2025M11-032193,POL-7603210,2025-05-17,2025-05-22,Closed,TPPD,South,2377.88,0.00,2377.88
BRD-2025M11-032194,POL-2374060,2025-04-04,2025-04-12,Closed,TH,Midlands,-79.47,0.00,-79.47
BRD-2025M11-032195,POL-2486735,2025-05-30,2025-06-05,Closed,AD,North,1589.22,0.00,1589.22
BRD-2025M11-032196,POL-6169112,2025-09-28,2025-09-30,Open,TH,Scotland,180.43,327.78,508.21
BRD-2025M11-032197,POL-2483125,2025-11-25,2025-11-29,Closed,FI,South,880.37,0.00,880.37
BRD-2025M11-032198,POL-5682918,2025-08-06,2025-08-18,Open,AD,Scotland,223.85,1227.96,1451.81
BRD-2025M11-032199,POL-8904343,2025-10-13,2025-11-03,Closed,AD,Midlands,1407.40,0.00,1407.40
BRD-2025M11-032200,POL-9303604,2025-09-29,2025-10-02,Closed,TH,London,2179.98,0.00,2179.98
BRD-2025M11-032201,POL-4531326,2024-12-15,2024-12-16,Reopened,TPBI,Midlands,8552.38,8023.80,16576.18
BRD-2025M11-032202,POL-5727717,2025-04-09,2025-04-10,Closed,TPPD,North,4224.15,0.00,4224.15
BRD-2025M11-032203,POL-3960174,2025-06-22,2025-06-30,Open,TPBI,London,6377.16,5111.67,11488.83
BRD-2025M11-032204,POL-3868480,2025-08-22,2025-08-30,Closed,TPBI,North,2037.30,0.00,2037.30
BRD-2025M11-032205,POL-1560311,2025-03-09,2025-03-13,Closed,AD,North,574.68,0.00,574.68
BRD-2025M11-032206,POL-5102476,2024-09-03,2024-09-06,Open,TPPD,Midlands,301.69,751.14,1052.83
BRD-2025M11-032207,POL-2079587,2025-05-03,2025-05-07,Closed,AD,Midlands,2343.26,0.00,2343.26
BRD-2025M11-032208,POL-7998768,2025-01-19,2025-01-30,Open,AD,South,23.08,485.65,508.73
BRD-2025M11-032209,POL-9129659,2025-10-12,2025-10-17,Open,WS,North,161.10,78.87,239.97
BRD-2025M11-032210,POL-5492359,2025-07-19,2025-08-27,ClosedWithoutPayment,TH,North,0.00,0.00,0.00
BRD-2025M11-032211,POL-7873108,2025-04-08,2025-04-09,Closed,AD,London,985.74,0.00,985.74
BRD-2025M11-032212,POL-6467223,2025-04-08,2025-05-12,Closed,TPPD,South,1714.70,0.00,1714.70
BRD-2025M11-032213,POL-6528767,2025-08-23,2025-10-10,Closed,WS,Midlands,1502.36,0.00,1502.36
BRD-2025M11-032214,POL-6207779,2025-10-11,2025-10-23,Closed,TPPD,South,7946.72,0.00,7946.72
BRD-2025M11-032215,POL-7384984,2025-06-05,2025-06-07,Open,TPPD,Scotland,1896.70,828.61,2725.31
BRD-2025M11-032216,POL-9748517,2025-04-12,2025-04-17,ClosedWithoutPayment,TH,South,0.00,0.00,0.00
BRD-2025M11-032217,POL-6137836,2025-05-22,2025-05-27,Open,WS,South,210.14,116.88,327.02
BRD-2025M11-032218,POL-1992061,2025-02-19,2025-02-25,Closed,WS,North,435.73,0.00,435.73
BRD-2025M11-032219,POL-2153696,2025-10-06,2025-10-09,ClosedWithoutPayment,TPPD,Midlands,0.00,0.00,0.00
BRD-2025M11-032220,POL-1305794,2025-02-22,2025-03-01,Open,TPPD,Midlands,6.89,127.39,134.28
BRD-2025M11-032221,POL-3710771,2025-10-20,2025-11-26,Open,TH,South,1450.95,2446.92,3897.87
BRD-2025M11-032222,POL-7739767,2025-11-06,2025-11-30,Closed,TH,North,403.58,0.00,403.58
BRD-2025M11-032223,POL-6747963,2024-09-09,2024-09-11,Open,WS,London,269.21,1477.64,1746.85
BRD-2025M11-032224,POL-9972073,2025-10-09,2025-10-16,Closed,TH,South,1455.42,0.00,1455.42
BRD-2025M11-032225,POL-7988423,2025-06-30,2025-07-09,Open,TPPD,London,366.86,2171.94,2538.80
BRD-2025M11-032226,POL-1007919,2024-09-23,2024-10-03,Closed,AD,London,307.59,0.00,307.59
BRD-2025M11-032227,POL-9372896,2024-12-04,2024-12-07,ClosedWithoutPayment,TH,North,0.00,0.00,0.00
BRD-2025M11-032228,POL-8359292,2025-08-11,2025-08-17,Closed,WS,London,10902.62,0.00,10902.62
BRD-2025M11-032229,POL-6935351,2024-12-02,2024-12-02,Open,FI,London,210.19,397.25,607.44
BRD-2025M11-032230,POL-2542901,2025-01-08,2025-01-17,Closed,TPBI,North,1290.77,0.00,1290.77
BRD-2025M11-032231,POL-5865076,2025-09-25,2025-09-27,Closed,TPPD,London,856.87,0.00,856.87
BRD-2025M11-032232,POL-6023678,2024-10-05,2024-10-06,Open,FI,Scotland,1420.21,1106.49,2526.70
BRD-2025M11-032233,POL-2558054,2025-02-02,2025-02-07,Closed,TPPD,Midlands,1354.98,0.00,1354.98
BRD-2025M11-032234,POL-4978349,2025-09-19,2025-09-21,Reopened,WS,Scotland,-1432.81,0.00,-1432.81
BRD-2025M11-032235,POL-8450030,2024-09-06,2024-10-24,ClosedWithoutPayment,FI,London,0.00,0.00,0.00
BRD-2025M11-032236,POL-9235908,2025-10-23,2025-10-28,ClosedWithoutPayment,WS,Midlands,0.00,0.00,0.00
BRD-2025M11-032237,POL-3560429,2025-07-30,2025-07-30,Closed,TH,North,5014.05,0.00,5014.05
