claim_ref,policy_no,loss_date,report_date,status,peril_code,region,paid_gbp,outstanding_gbp,incurred_gbp
BRD-2025M12-032184,POL-3762482,2025-09-15,2025-11-22,Closed,AD,South,1271.31,0.00,1271.31
BRD-2025M12-032185,POL-9154790,2025-08-31,2025-09-10,Open,AD,Scotland,26.33,272.75,299.08
BRD-2025M12-032186,POL-4105453,2025-10-28,2025-11-14,Reopened,TPPD,South,1219.73,814.84,2034.57
BRD-2025M12-032187,POL-2076492,2025-04-05,2025-04-14,Closed,TPPD,Midlands,715.71,0.00,715.71
BRD-2025M12-032188,POL-4145742,2025-11-23,2025-12-01,Closed,AD,South,463.98,0.00,463.98
BRD-2025M12-032189,POL-3103017,2025-07-22,2025-08-07,Reopened,FI,Scotland,926.82,968.63,1895.45
BRD-2025M12-032190,POL-3763194,2025-02-08,2025-02-18,Closed,WS,Scotland,7721.45,0.00,7721.45
BRD-2025M12-032191,POL-4241376,2024-12-24,2025-01-01,Open,TPBI,North,945.37,1033.14,1978.51
BRD-2025M12-032192,POL-1925979,2025-07-10,2025-08-24,Open,TPPD,North,340.69,1211.26,1551.95
BRD-2025M12-032193,POL-3674055,2025-07-11,2025-07-23,Closed,AD,North,2043.87,0.00,2043.87
BRD-2025M12-032194,POL-6215418,2025-08-30,2025-09-05,Closed,WS,South,1411.25,0.00,1411.25
BRD-2025M12-032195,POL-2050037,2025-12-03,2025-12-24,Open,AD,London,4274.07,8614.63,12888.70
BRD-2025M12-032196,POL-5767490,2025-10-20,2025-10-22,Open,AD,North,260.88,3032.24,3293.12
BRD-2025M12-032197,POL-8408597,2025-11-02,2025-11-02,Closed,AD,Midlands,1052.98,0.00,1052.98
BRD-2025M12-032198,POL-1116456,2025-05-04,2025-05-20,Closed,TPBI,North,197.86,0.00,197.86
BRD-2025M12-032199,POL-2645184,2025-11-16,2025-12-03,Closed,AD,London,3597.06,0.00,3597.06
BRD-2025M12-032200,POL-3771739,2025-10-14,2025-10-14,Closed,AD,North,1539.47,0.00,1539.47
BRD-2025M12-032201,POL-3567634,2025-01-18,2025-02-01,Open,TPBI,South,7002.89,8856.57,15859.46
BRD-2025M12-032202,POL-9609955,2025-12-08,2025-12-15,ClosedWithoutPayment,FI,South,0.00,0.00,0.00
BRD-2025M12-032203,POL-6538461,2024-11-05,2024-11-25,Reopened,TH,Midlands,947.07,2086.98,3034.05
BRD-2025M12-032204,POL-7968008,2025-04-11,2025-04-12,ClosedWithoutPayment,AD,North,0.00,0.00,0.00
BRD-2025M12-032205,POL-6881197,2025-04-18,2025-04-20,Open,AD,Midlands,89.63,825.58,915.21
BRD-2025M12-032206,POL-9590476,2025-09-19,2025-10-19,Closed,AD,London,2945.38,0.00,2945.38
BRD-2025M12-032207,POL-2755483,2025-11-28,2025-12-31,Closed,AD,Midlands,3739.16,0.00,3739.16
BRD-2025M12-032208,POL-9511829,2025-05-17,2025-05-26,Closed,TPPD,London,7548.69,0.00,7548.69
BRD-2025M12-032209,POL-3520645,2025-01-25,2025-02-10,ClosedWithoutPayment,TPBI,North,0.00,0.00,0.00
BRD-2025M12-032210,POL-4936346,2025-12-04,2025-12-08,Open,TPPD,South,482.75,1076.95,1559.70
BRD-2025M12-032211,POL-9524407,2025-02-10,2025-02-18,Reopened,TPBI,Midlands,865.81,453.53,1319.34
BRD-2025M12-032212,POL-6165800,2025-06-21,2025-06-25,Open,TPBI,London,26.11,575.23,601.34
BRD-2025M12-032213,POL-5042958,2025-01-05,2025-01-14,Closed,FI,North,12816.27,0.00,12816.27
BRD-2025M12-032214,POL-7454948,2025-09-26,2025-10-06,Closed,AD,South,3604.21,0.00,3604.21
BRD-2025M12-032215,POL-6589696,2024-11-28,2024-12-10,Closed,TPPD,Scotland,1099.46,0.00,1099.46
BRD-2025M12-032216,POL-6068295,2025-10-30,2025-11-15,Open,AD,North,217.58,876.24,1093.82
BRD-2025M12-032217,POL-5614439,2025-01-11,2025-01-23,Closed,WS,North,461.57,0.00,461.57
BRD-2025M12-032218,POL-4990287,2024-09-22,2024-11-05,Closed,TPPD,London,925.84,0.00,925.84
BRD-2025M12-032219,POL-5732927,2025-05-06,2025-06-18,Open,TPPD,North,316.60,2360.24,2676.84
BRD-2025M12-032220,POL-4085113,2025-04-11,2025-04-15,Closed,TPPD,Midlands,4046.27,0.00,4046.27
BRD-2025M12-032221,POL-9877886,2025-05-21,2025-05-27,Closed,AD,London,5151.36,0.00,5151.36
BRD-2025M12-032222,POL-3770276,2025-08-18,2025-09-10,Closed,TPPD,North,3018.25,0.00,3018.25
BRD-2025M12-032223,POL-4853098,2025-11-11,2025-12-05,Reopened,TPPD,North,196.22,244.42,440.64
BRD-2025M12-032224,POL-9210027,2025-02-02,2025-02-05,Closed,TPPD,South,715.24,0.00,715.24
BRD-2025M12-032225,POL-5873196,2025-04-14,2025-04-20,Reopened,AD,London,809.18,1108.57,1917.75
BRD-2025M12-032226,POL-8225312,2025-11-15,2025-11-25,Open,TPPD,South,2074.41,1833.20,3907.61
BRD-2025M12-032227,POL-1340503,2025-09-10,2025-09-14,Closed,FI,London,1057.09,0.00,1057.09
BRD-2025M12-032228,POL-1499105,2024-11-03,2024-11-08,Closed,WS,London,3189.71,0.00,3189.71
BRD-2025M12-032229,POL-3015443,2025-09-01,2025-09-11,Closed,WS,North,2147.37,0.00,2147.37
BRD-2025M12-032230,POL-2542005,2024-11-11,2024-11-16,Closed,TPPD,South,1109.56,0.00,1109.56
BRD-2025M12-032231,POL-6222643,2025-10-09,2025-10-20,ClosedWithoutPayment,AD,London,0.00,0.00,0.00
BRD-2025M12-032232,POL-7574690,2025-08-02,2025-08-08,Closed,TPPD,South,9320.36,0.00,9320.36
BRD-2025M12-032233,POL-1734306,2025-02-02,2025-03-07,ClosedWithoutPayment,AD,Scotland,0.00,0.00,0.00
BRD-2025M12-032234,POL-7452845,2025-11-28,2025-12-01,ClosedWithoutPayment,AD,South,0.00,0.00,0.00
BRD-2025M12-032235,POL-2267876,2025-02-19,2025-03-01,ClosedWithoutPayment,TPPD,North,0.00,0.00,0.00
BRD-2025M12-032236,POL-2977793,2025-10-02,2025-10-14,Closed,TPPD,South,2385.40,0.00,2385.40
BRD-2025M12-032237,POL-4386004,2024-08-24,2024-09-26,Closed,TH,South,7214.42,0.00,7214.42
BRD-2025M12-032238,POL-9100433,2025-09-21,2025-09-22,Closed,TH,Midlands,961.80,0.00,961.80
BRD-2025M12-032239,POL-6017566,2025-09-14,2025-09-30,Closed,TPPD,Scotland,9206.19,0.00,9206.19
BRD-2025M12-032240,POL-9111520,2025-09-24,2025-10-27,Open,TH,South,61.07,1903.66,1964.73
BRD-2025M12-032241,POL-8003908,2025-12-19,2025-12-28,Closed,WS,Midlands,478.76,0.00,478.76
BRD-2025M12-032242,POL-3747913,2025-07-01,2025-07-01,ClosedWithoutPayment,WS,North,0.00,0.00,0.00
BRD-2025M12-032243,POL-6449147,2025-01-28,2025-02-03,Open,AD,London,26444.09,78806.98,105251.07
BRD-2025M12-032244,POL-6818087,2025-09-09,2025-10-11,Closed,TPPD,London,860.47,0.00,860.47
BRD-2025M12-032245,POL-1982166,2025-10-02,2025-10-02,Closed,TPPD,Scotland,1341.96,0.00,1341.96
BRD-2025M12-032246,POL-5825848,2025-12-02,2025-12-04,Closed,TH,London,3284.19,0.00,3284.19
BRD-2025M12-032247,POL-9863074,2025-09-29,2025-10-12,Open,TPPD,North,2428.61,3648.40,6077.01
BRD-2025M12-032248,POL-2118377,2025-08-16,2025-08-22,Closed,WS,North,3224.42,0.00,3224.42
BRD-2025M12-032249,POL-7080362,2025-08-01,2025-08-01,Open,WS,North,223.52,753.97,977.49
BRD-2025M12-032250,POL-5671240,2024-11-23,2024-11-26,Closed,TPPD,South,5902.80,0.00,5902.80
BRD-2025M12-032251,POL-4572157,2025-11-18,2025-11-29,Closed,AD,London,4298.51,0.00,4298.51
BRD-2025M12-032252,POL-4740848,2025-06-03,2025-06-06,Closed,TPPD,London,1283.35,0.00,1283.35
BRD-2025M12-032254,POL-7949253,2024-12-15,2024-12-16,Closed,WS,London,487.70,0.00,487.70
BRD-2025M12-032255,POL-8939470,2025-04-18,2025-04-22,Closed,TH,London,2872.84,0.00,2872.84
BRD-2025M12-032256,POL-7231848,2025-02-24,2025-03-03,Closed,AD,Scotland,4113.27,0.00,4113.27
BRD-2025M12-032257,POL-2075952,2025-11-28,2025-12-01,Closed,FI,South,703.03,0.00,703.03
BRD-2025M12-032258,POL-5254487,2025-03-02,2025-03-23,Closed,TPPD,North,684.71,0.00,684.71
BRD-2025M12-032259,POL-9207449,2025-12-08,2025-12-26,Open,FI,North,198.15,559.70,757.85
BRD-2025M12-032260,POL-8405735,2025-09-04,2025-09-16,Open,AD,Scotland,2208.39,1246.43,3454.82
BRD-2025M12-032261,POL-6476830,2025-04-14,2025-04-20,Closed,WS,North,597.54,0.00,597.54
BRD-2025M12-032262,POL-2094440,2025-05-05,2025-05-06,Closed,AD,North,307.39,0.00,307.39
BRD-2025M12-032263,POL-4854537,2024-11-15,2024-11-22,Closed,FI,London,624.89,0.00,624.89
BRD-2025M12-032264,POL-3434607,2025-10-01,2025-10-01,Closed,TPPD,North,384.10,0.00,384.10
BRD-2025M12-032265,POL-4941938,2025-08-14,2025-08-19,Open,AD,South,260.00,465.89,725.89
BRD-2025M12-032266,POL-2155648,2025-07-24,2025-07-27,Open,AD,North,8425.62,3786.29,12211.91
BRD-2025M12-032267,POL-5249905,2024-12-14,2025-01-13,Closed,AD,London,16155.77,0.00,16155.77
BRD-2025M12-032268,POL-2935099,2025-04-08,2025-04-12,Open,TPPD,Midlands,521.36,4108.55,4629.91
BRD-2025M12-032269,POL-4316258,2025-11-12,2025-11-29,Closed,TPPD,London,763.08,0.00,763.08
BRD-2025M12-032270,POL-9896259,2025-03-02,2025-03-27,Open,TH,South,575.92,417.11,993.03
BRD-2025M12-032272,POL-5213481,2025-01-09,2025-01-14,ClosedWithoutPayment,AD,London,0.00,0.00,0.00
BRD-2025M12-032273,POL-7765523,2024-04-19,2024-04-30,Closed,TPPD,South,1827.74,0.00,1827.74
BRD-2025M12-032274,POL-7809480,2025-09-30,2025-10-13,Closed,AD,South,10408.36,0.00,10408.36
BRD-2025M12-032275,POL-9271722,2025-06-09,2025-06-09,Open,AD,Midlands,316.72,1080.87,1397.59
BRD-2025M12-032276,POL-3083467,2025-07-24,2025-07-24,Closed,TPPD,North,4739.89,0.00,4739.89
BRD-2025M12-032277,POL-9274211,2025-06-24,2025-07-16,Open,TPPD,London,3668.18,1787.23,5455.41
BRD-2025M12-032278,POL-8290866,2025-12-02,2025-12-11,Open,TPPD,London,475.77,275.21,750.98
BRD-2025M12-032279,POL-1442111,2025-02-19,2025-02-24,Open,TPBI,Midlands,1222.35,8166.77,9389.12
BRD-2025M12-032280,POL-5965588,2025-06-19,2025-07-14,Open,TPBI,London,1908.30,872.46,2780.76
BRD-2025M12-032281,POL-9516350,2024-10-08,2024-11-23,Open,TPPD,London,5426.82,4407.40,9834.22
BRD-2025M12-032282,POL-9101363,2025-11-03,2025-11-07,Closed,AD,Midlands,746.81,0.00,746.81
BRD-2025M12-032283,POL-7528866,2024-12-08,2024-12-11,Closed,AD,London,30884.70,0.00,30884.70
BRD-2025M12-032284,POL-9965332,2025-04-03,2025-04-12,Closed,WS,Scotland,10375.29,0.00,10375.29
BRD-2025M12-032285,POL-1979886,2025-05-26,2025-05-27,Closed,TPBI,Scotland,3572.22,0.00,3572.22
BRD-2025M12-032286,POL-5678912,2025-07-27,2025-09-28,Open,FI,Scotland,281.85,1838.45,2120.30
BRD-2025M12-032287,POL-3455695,2025-12-29,2025-12-31,Open,WS,South,5888.93,5541.75,11430.68
BRD-2025M12-032288,POL-9209907,2025-09-19,2025-09-19,Open,TPBI,South,501.81,868.83,1370.64
BRD-2025M12-032289,POL-9449703,2025-10-28,2025-11-12,Closed,AD,South,403.52,0.00,403.52
BRD-2025M12-032290,POL-5895651,2025-10-15,2025-10-18,Open,AD,London,2159.35,4247.39,6406.74
BRD-2025M12-032291,POL-6555707,2024-06-08,2024-07-02,Closed,AD,London,180.97,0.00,180.97
BRD-2025M12-032292,POL-6636195,2025-03-06,2025-03-15,Open,TPPD,South,803.89,768.64,1572.53
BRD-2025M12-032293,POL-1166088,2025-04-18,2025-04-18,Closed,TH,London,510.14,0.00,510.14
BRD-2025M12-032294,POL-4783871,2024-02-20,2024-03-13,Closed,AD,Midlands,2499.79,0.00,2499.79
BRD-2025M12-032295,POL-2054530,2025-04-18,2025-05-14,Closed,TPPD,North,5810.52,0.00,5810.52
BRD-2025M12-032296,POL-6436955,2025-05-29,2025-06-04,Open,TPPD,Scotland,334.61,1485.75,1820.36
BRD-2025M12-032297,POL-7159258,2025-10-23,2025-10-29,Open,TPPD,Midlands,1366.71,610.94,1977.65
BRD-2025M12-032298,POL-9954474,2025-12-14,2025-12-17,Open,AD,Midlands,480.82,769.25,1250.07
BRD-2025M12-032299,POL-7183514,2025-10-05,2025-10-10,Open,AD,London,1540.83,2004.18,3545.01
BRD-2025M12-032300,POL-5974843,2025-05-15,2025-05-16,ClosedWithoutPayment,TPBI,Midlands,0.00,0.00,0.00
BRD-2025M12-032301,POL-6686924,2025-05-29,2025-06-09,ClosedWithoutPayment,WS,North,0.00,0.00,0.00
BRD-2025M12-032302,POL-9286393,2025-01-15,2025-01-23,Closed,TPPD,Midlands,8472.90,0.00,8472.90
BRD-2025M12-032303,POL-5347286,2025-12-15,2025-12-31,Closed,AD,Scotland,6171.04,0.00,6171.04
BRD-2025M12-032304,POL-2736365,2025-12-18,2025-12-22,Closed,TPBI,Midlands,936.21,0.00,936.21
BRD-2025M12-032305,POL-7582236,2025-11-11,2025-12-06,Closed,AD,London,5033.97,0.00,5033.97
BRD-2025M12-032306,POL-7552358,2025-12-30,2025-12-31,Closed,TH,Midlands,5356.05,0.00,5356.05
BRD-2025M12-032307,POL-7768725,2025-02-15,2025-02-20,Open,TH,London,252.90,905.84,1158.74
BRD-2025M12-032308,POL-2398773,2025-02-05,2025-02-10,Closed,TPPD,Midlands,28843.61,0.00,28843.61
BRD-2025M12-032309,POL-9643006,2025-07-09,2025-07-12,Closed,TPBI,South,126.02,0.00,126.02
BRD-2025M12-032310,POL-7252891,2025-04-06,2025-04-17,Reopened,TPPD,Midlands,307.33,1800.86,2108.19
BRD-2025M12-032311,POL-5027358,2025-11-16,2025-12-01,Closed,AD,Scotland,4463.61,0.00,4463.61
BRD-2025M12-032312,POL-4278481,2025-05-07,2025-05-29,ClosedWithoutPayment,FI,North,0.00,0.00,0.00
BRD-2025M12-032313,POL-3492051,2024-12-09,2024-12-09,Closed,TPPD,London,2547.70,0.00,2547.70
BRD-2025M12-032314,POL-5622515,2025-12-23,2025-12-25,Closed,TH,South,370.74,0.00,370.74
BRD-2025M12-032315,POL-4033454,2025-09-11,2025-10-16,Closed,WS,North,3391.72,0.00,3391.72
BRD-2025M12-032316,POL-9736904,2025-02-26,2025-03-05,Closed,TH,London,1917.72,0.00,1917.72
BRD-2025M12-032317,POL-5029873,2025-06-08,2025-06-20,Open,AD,Midlands,1153.08,807.77,1960.85
BRD-2025M12-032318,POL-9183540,2025-11-24,2025-11-26,ClosedWithoutPayment,WS,South,0.00,0.00,0.00
BRD-2025M12-032319,POL-8467344,2025-11-20,2025-11-22,ClosedWithoutPayment,TH,North,0.00,0.00,0.00
BRD-2025M12-032320,POL-3059763,2025-03-16,2025-03-28,Closed,TPBI,London,2342.49,0.00,2342.49
BRD-2025M12-032321,POL-7070407,2024-10-28,2024-11-15,Closed,TPPD,London,797.65,0.00,797.65
BRD-2025M12-032322,POL-8558501,2025-04-22,2025-05-05,Closed,TPBI,South,2686.95,0.00,2686.95
BRD-2025M12-032323,POL-7545795,2024-12-06,2024-12-09,Open,TH,North,125.19,377.82,503.01
BRD-2025M12-032324,POL-2056534,2025-04-26,2025-05-13,Closed,TPBI,North,695.16,0.00,695.16
BRD-2025M12-032325,POL-6334269,2025-03-04,2025-03-09,Closed,TPBI,Midlands,2396.40,0.00,2396.40
BRD-2025M12-032326,POL-5613460,2025-03-14,2025-04-22,Closed,WS,London,381.73,0.00,381.73
BRD-2025M12-032327,POL-2375823,2025-09-10,2025-09-14,Open,TPPD,South,411.53,423.96,835.49
BRD-2025M12-032328,POL-5923623,2025-07-06,2025-07-26,Closed,AD,London,3319.72,0.00,3319.72
BRD-2025M12-032329,POL-1589340,2025-10-30,2025-11-19,Open,AD,London,127.26,1253.44,1380.70
BRD-2025M12-032330,POL-8677281,2025-07-26,2025-07-29,Open,AD,Scotland,319.21,383.50,702.71
BRD-2025M12-032331,POL-5806080,2025-12-11,2025-12-31,Open,TPPD,London,2526.79,1589.77,4116.56
BRD-2025M12-032332,POL-4188326,2025-07-19,2025-08-20,Closed,TH,Midlands,2035.93,0.00,2035.93
BRD-2025M12-032333,POL-6604480,2025-12-10,2025-12-10,Closed,AD,London,1890.39,0.00,1890.39
BRD-2025M12-032334,POL-5027526,2025-08-30,,Closed,AD,London,1751.47,0.00,1751.47
BRD-2025M12-032335,POL-1701760,2025-03-13,2025-03-16,Closed,TH,South,1364.98,0.00,1364.98
BRD-2025M12-032336,POL-6386909,2025-11-24,2025-12-04,Open,AD,South,446.22,1694.16,2140.38
BRD-2025M12-032337,POL-4101517,2025-08-20,2025-08-23,Open,AD,South,145.14,66.32,211.46
BRD-2025M12-032338,POL-4100073,2025-08-07,2025-08-16,Closed,FI,North,664.70,0.00,664.70
BRD-2025M12-032339,POL-8033354,2025-02-16,2025-03-20,Open,TPPD,Scotland,85.87,121.13,207.00
BRD-2025M12-032340,POL-5039423,2024-12-29,2025-01-15,Open,TPBI,Midlands,3364.43,3725.08,7089.51
BRD-2025M12-032341,POL-5022370,2025-05-25,2025-06-01,ClosedWithoutPayment,TPBI,Scotland,0.00,0.00,0.00
BRD-2025M12-032342,POL-4127687,2025-10-04,2025-10-10,Closed,WS,London,1055.38,0.00,1055.38
BRD-2025M12-032343,POL-7443812,2024-10-19,2024-10-24,Open,AD,London,9.06,638.19,647.25
BRD-2025M12-032344,POL-4682771,2025-11-02,2025-11-04,Closed,TPBI,South,2533.21,0.00,2533.21
BRD-2025M12-032345,POL-7246466,2025-09-12,2025-09-16,Open,AD,South,1046.24,606.08,1652.32
BRD-2025M12-032346,POL-9106914,2025-06-08,2025-06-21,ClosedWithoutPayment,TPPD,Midlands,0.00,0.00,0.00
BRD-2025M12-032347,POL-7546330,2025-04-17,2025-05-07,Closed,WS,Midlands,3000.23,0.00,3000.23
BRD-2025M12-032348,POL-3081555,2025-11-08,2025-11-16,Closed,AD,London,1811.22,0.00,1811.22
BRD-2025M12-032349,POL-9700863,2025-08-09,2025-09-13,Open,WS,South,3720.97,4990.49,8711.46
BRD-2025M12-032350,POL-8333004,2025-04-18,2025-05-09,Closed,TH,South,6424.23,0.00,6424.23
BRD-2025M12-032351,POL-1322428,2025-11-30,2025-12-05,Open,AD,London,210.66,196.87,407.53
BRD-2025M12-032352,POL-4189518,2025-04-10,2025-04-29,Closed,AD,London,2076.01,0.00,2076.01
BRD-2025M12-032353,POL-6793305,2024-10-28,2024-10-28,Closed,TPBI,Midlands,1593.21,0.00,1593.21
BRD-2025M12-032354,POL-4618733,2025-05-08,2025-05-09,Open,TPBI,South,623.36,1806.87,2430.23
BRD-2025M12-032355,POL-2754867,2025-08-20,2025-08-25,Closed,TH,South,13182.13,0.00,13182.13
BRD-2025M12-032356,POL-7629212,2025-04-05,2025-04-08,Closed,TPPD,London,3289.59,0.00,3289.59
BRD-2025M12-032357,POL-7391869,2025-11-05,2025-11-20,Open,TPPD,London,319.74,531.13,850.87
BRD-2025M12-032358,POL-7585380,2025-04-04,2025-04-08,Open,AD,Midlands,1515.17,1888.69,3403.86
BRD-2025M12-032359,POL-7282367,2025-12-07,2025-12-09,Open,AD,Scotland,34.47,44.97,79.44
BRD-2025M12-032360,POL-2246839,2025-05-27,2025-05-30,ClosedWithoutPayment,AD,North,0.00,0.00,0.00
BRD-2025M12-032361,POL-6709476,2025-12-14,2025-12-31,Closed,TPBI,London,1176.34,0.00,1176.34
BRD-2025M12-032362,POL-3493476,2025-02-21,2025-03-14,Reopened,TH,South,645.42,1203.94,1849.36
BRD-2025M12-032363,POL-1806681,2025-10-16,2025-10-23,Closed,TPPD,London,1677.93,0.00,1677.93
BRD-2025M12-032364,POL-8740414,2024-04-22,2024-05-15,Reopened,TPPD,South,1004.42,717.34,1721.76
BRD-2025M12-032365,POL-2623449,2025-06-08,2025-06-13,Open,TPPD,London,1426.16,744.68,2170.84
BRD-2025M12-032366,POL-5526940,2025-06-24,2025-07-03,Open,AD,Midlands,945.64,2538.33,3483.97
BRD-2025M12-032367,POL-9033755,2025-11-08,2025-11-25,Closed,AD,London,2447.85,0.00,2447.85
BRD-2025M12-032368,POL-9383290,2025-10-25,2025-11-21,Closed,TPPD,London,472.83,0.00,472.83
BRD-2025M12-032369,POL-5141728,2025-08-04,2025-08-11,Closed,WS,London,935.57,0.00,935.57
BRD-2025M12-032370,POL-2944338,2025-09-29,2025-10-17,Closed,TH,London,434.97,0.00,434.97
BRD-2025M12-032371,POL-1696929,2025-03-08,2025-03-17,Closed,AD,North,942.32,0.00,942.32
BRD-2025M12-032372,POL-7559731,2024-09-21,2024-10-12,Closed,TH,Scotland,643.31,0.00,643.31
BRD-2025M12-032373,POL-6236006,2025-01-22,2025-01-24,Closed,TPPD,South,3647.17,0.00,3647.17
BRD-2025M12-032374,POL-7843266,2025-07-03,2025-07-27,Open,TH,South,2116.46,4367.98,6484.44
BRD-2025M12-032375,POL-6931045,2025-10-30,2025-10-30,Open,TPPD,South,543.34,947.42,1490.76
BRD-2025M12-032376,POL-4680309,2024-10-28,2024-11-02,Closed,WS,North,6045.88,0.00,6045.88
BRD-2025M12-032377,POL-6268811,2025-11-17,2025-11-24,Closed,AD,Midlands,1905.85,0.00,1905.85
BRD-2025M12-032378,POL-4267096,2025-08-21,2025-08-25,Open,TPBI,Scotland,256.90,465.13,722.03
BRD-2025M12-032379,POL-4323125,2025-06-02,2025-06-07,Closed,AD,North,1055.90,0.00,1055.90
BRD-2025M12-032380,POL-2040463,2025-10-30,2025-12-02,Open,TPPD,South,858.76,1023.02,1881.78
BRD-2025M12-032381,POL-3918780,2025-11-24,2025-11-29,Closed,TH,South,6375.96,0.00,6375.96
BRD-2025M12-032382,POL-1119896,2025-07-31,2025-08-09,Closed,AD,South,13244.24,0.00,13244.24
BRD-2025M12-032383,POL-4679430,2024-07-08,2024-07-09,Open,AD,North,52.30,274.67,326.97
BRD-2025M12-032384,POL-2474591,2024-06-23,2024-07-09,Closed,AD,North,797.62,0.00,797.62
BRD-2025M12-032385,POL-9155599,2025-04-15,2025-04-25,Open,TPPD,London,489.51,794.36,1283.87
BRD-2025M12-032386,POL-8525874,2025-09-07,2025-10-02,Closed,TPBI,South,5511.13,0.00,5511.13
BRD-2025M12-032387,POL-4635481,2025-02-02,2025-03-05,Open,TH,London,841.13,466.95,1308.08
BRD-2025M12-032388,POL-1326431,2025-05-27,2025-05-27,Open,TH,South,85.58,605.55,691.13
BRD-2025M12-032389,POL-6256068,2025-03-02,2025-03-15,Closed,TPPD,Scotland,1000.16,0.00,1000.16
BRD-2025M12-032390,POL-7078301,2025-06-26,2025-07-07,Closed,AD,North,468.15,0.00,468.15
BRD-2025M12-032391,POL-3169025,2025-10-04,2025-11-04,Closed,AD,Scotland,2417.03,0.00,2417.03
BRD-2025M12-032392,POL-5429661,2025-09-05,2025-09-16,Closed,WS,North,1161.57,0.00,1161.57
BRD-2025M12-032393,POL-6780974,2025-12-19,2025-12-21,Reopened,WS,South,488.98,219.74,708.72
BRD-2025M12-032394,POL-3448396,2024-05-22,2024-06-02,Closed,TH,North,2512.15,0.00,2512.15
BRD-2025M12-032395,POL-7809572,2025-10-06,2025-10-31,Closed,TPPD,London,1810.16,0.00,1810.16
BRD-2025M12-032396,POL-1102530,2025-05-14,2025-05-14,Open,AD,Midlands,1326.43,8464.92,9791.35
BRD-2025M12-032397,POL-3876551,2025-05-20,2025-05-25,Open,TPBI,North,1286.72,1177.91,2464.63
BRD-2025M12-032398,POL-1773367,2025-08-04,2025-08-16,Closed,TPBI,London,1099.06,0.00,1099.06
BRD-2025M12-032399,POL-7563421,2025-12-21,2025-12-31,Closed,AD,Midlands,986.71,0.00,986.71
BRD-2025M12-032400,POL-2826518,2025-12-13,2025-12-14,Closed,TPBI,North,506.49,0.00,506.49
BRD-2025M12-032401,POL-2335394,2025-06-07,2025-06-18,Closed,TH,London,660.91,0.00,660.91
BRD-2025M12-032402,POL-9646969,2025-10-05,2025-10-09,Closed,AD,London,559.38,0.00,559.38
BRD-2025M12-032403,POL-6711697,2024-10-10,2024-10-15,Open,AD,North,107.36,492.76,600.12
BRD-2025M12-032404,POL-4593057,2025-05-16,2025-05-20,Closed,WS,South,913.88,0.00,913.88
BRD-2025M12-032405,POL-2899316,2025-06-01,2025-06-24,Closed,AD,North,4632.96,0.00,4632.96
BRD-2025M12-032406,POL-9329201,2025-10-20,2025-11-26,Open,AD,South,500.35,1300.00,1800.35
BRD-2025M12-032407,POL-7755403,2025-04-01,2025-05-06,Closed,AD,London,2916.97,0.00,2916.97
BRD-2025M12-032408,POL-8227210,2025-11-12,2025-11-22,Closed,TPPD,North,1969.74,0.00,1969.74
BRD-2025M12-032409,POL-6964927,2025-06-19,2025-08-05,Closed,TH,London,8316.49,0.00,8316.49
BRD-2025M12-032410,POL-7836693,2025-08-31,2025-09-08,ClosedWithoutPayment,TPPD,Midlands,0.00,0.00,0.00
BRD-2025M12-032411,POL-4202451,2025-06-09,2025-06-14,Closed,TPPD,South,343.42,0.00,343.42
BRD-2025M12-032412,POL-9424759,2025-10-14,2025-10-30,Closed,AD,Scotland,11895.79,0.00,11895.79
BRD-2025M12-032413,POL-3606907,2025-08-02,2025-08-25,Closed,AD,Scotland,808.59,0.00,808.59
BRD-2025M12-032414,POL-3662464,2025-03-07,2025-03-13,Open,WS,London,119.58,875.00,994.58
BRD-2025M12-032415,POL-4792664,2025-07-15,2025-08-05,Closed,AD,South,19465.67,0.00,19465.67
BRD-2025M12-032416,POL-7350395,2024-07-18,2024-07-22,ClosedWithoutPayment,TH,North,0.00,0.00,0.00
BRD-2025M12-032417,POL-2312339,2025-06-01,2025-07-04,Closed,TPPD,Midlands,1168.42,0.00,1168.42
BRD-2025M12-032418,POL-5621172,2025-09-04,2025-09-10,Open,TPPD,Midlands,386.73,482.91,869.64
BRD-2025M12-032419,POL-9640664,2025-04-16,2025-04-24,Closed,TPBI,South,35038.75,0.00,35038.75
BRD-2025M12-032420,POL-3909506,2025-05-07,2025-06-01,Closed,WS,South,837.08,0.00,837.08
BRD-2025M12-032421,POL-4247213,2025-04-28,2025-05-04,Closed,TPBI,North,2824.62,0.00,2824.62
BRD-2025M12-032422,POL-2814688,2025-07-06,2025-07-31,Closed,WS,Midlands,1465.21,0.00,1465.21
BRD-2025M12-032423,POL-8085846,2025-07-12,2025-07-13,Closed,AD,South,644.82,0.00,644.82
BRD-2025M12-032424,POL-6325385,2025-12-28,2025-12-31,Closed,TPPD,Midlands,7201.14,0.00,7201.14
BRD-2025M12-032425,POL-9787693,2025-06-28,2025-07-16,Closed,AD,Midlands,1239.16,0.00,1239.16
BRD-2025M12-032426,POL-6435866,2025-07-10,2025-07-26,Open,WS,Midlands,142.86,110.72,253.58
BRD-2025M12-032427,POL-3109393,2025-08-28,2025-08-28,Open,AD,South,15.38,149.40,164.78
BRD-2025M12-032428,POL-1552446,2025-01-21,2025-01-31,Open,AD,North,1944.79,1823.09,3767.88
