ClaimRef,PolicyNo,LossDate,ReportDate,Status,PerilCode,Region,Handler,PaidGBP,OutstandingGBP
BRD-2025M11-033126,POL-1658087,11/07/2025,13/07/2025,C,TPPD,Scotland,EJB,18177.98,
BRD-2025M11-033127,POL-5649127,20/04/2025,23/04/2025,C,TPPD,London,TPJ,£3811.61,
BRD-2025M11-033128,POL-6227533,26/01/2025,27/01/2025,O,TPBI,South,FSA,913.20,£1863.83
BRD-2025M11-033129,POL-7737244,30/05/2025,05/06/2025,C,AD,London,GMT,£2971.56,0.00
BRD-2025M11-033130,POL-8595380,09/08/2025,11/08/2025,C,TPBI,Midlands,HWT,5628.01,
BRD-2025M11-033131,POL-9413594,17/09/2024,24/09/2024,closed,AD,Midlands,PEN,(51.87),
BRD-2025M11-033132,POL-2204925,09/09/2025,22/09/2025,O,WS,Scotland,MHB,223.45,£1097.08
BRD-2025M11-033133,POL-6111450,2025-11-03,08/11/2025,C,TPPD,London,MAC,908.80,0.00
BRD-2025M11-033134,POL-6480598,06/01/2025,06/01/2025,C,WS,London,WSK,£2671.27,
BRD-2025M11-033135,POL-9900435,2025-03-06,12/03/2025,C ,TPPD,South,JNM,790.41,
BRD-2025M11-033136,POL-8156448,11/02/2025,11/03/2025,C ,TPPD,London,RBF,8384.08,
BRD-2025M11-033137,POL-7708928,31/08/2025,05/09/2025,CWP,FI,South,DWG,0.00,0.00
BRD-2025M11-033138,POL-8448411,21/11/2025,30/11/2025,C,TPPD,South,FDS,£594.37,-
BRD-2025M11-033139,POL-5781529,04/04/2025,25/04/2025,O,WS,South,CJP,£905.16,£502.40
BRD-2025M11-033140,POL-8967045,23/10/2025,27/10/2025,C,TPPD,South,RCM,1265.73,
BRD-2025M11-033141,POL-1781519,21/06/2025,01/07/2025,C,TH,South,ECW,34135.06,
BRD-2025M11-033142,POL-8432958,05/09/2025,12/09/2025,CWP,TPPD,North,KJL,0.00,
BRD-2025M11-033143,POL-2524257,2025-08-20,20/08/2025,C ,TH,London,WKN,£2260.02,-
BRD-2025M11-033144,POL-4766864,2025-06-03,09/06/2025,C,TPBI,London,TJL,£549.53,-
BRD-2025M11-033145,POL-3549009,2025-11-10,19/11/2025,CWP,AD,North,KSP,,0.00
BRD-2025M11-033146,POL-7758507,15/11/2024,18/11/2024,OPEN,TPPD,London,EEM,635.74,£658.64
BRD-2025M11-033147,POL-5642036,21/11/2024,01/12/2024,closed,FI,South,ABC,£2272.71,
BRD-2025M11-033148,POL-1672316,26/09/2024,02/11/2024,C ,AD,North,JRA,(685.29),0.00
BRD-2025M11-033149,POL-4741810,18/01/2025,24/01/2025,O,TH,South,FJW,£883.66,£19672.45
BRD-2025M11-033150,POL-9463214,14/06/2025,14/06/2025,C,TPPD,South,NKM,636.91,-
BRD-2025M11-033151,POL-8327073,16/01/2025,25/01/2025,O,FI,Midlands,EAT,£69.46,£1064.83
BRD-2025M11-033152,POL-8639426,2025-08-29,01/09/2025,C,TH,London,FHB,£669.14,-
BRD-2025M11-033153,POL-3471192,01/09/2024,01/09/2024,O,TH,London,MSH,£171.28,£472.95
BRD-2025M11-033154,POL-7682671,17/02/2025,19/02/2025,C,WS,South,SWM,543.59,-
BRD-2025M11-033155,POL-2128707,08/10/2025,11/10/2025,C,TPPD,North,BFW,1390.48,
BRD-2025M11-033156,POL-1169571,11/11/2024,11/11/2024,O,TH,London,NNR,£55.43,£330.26
BRD-2025M11-033157,POL-1972141,2025-08-14,23/08/2025,C,AD,South,RCW,£624.07,0.00
BRD-2025M11-033158,POL-5232665,19/11/2024,30/11/2024,C,TPBI,Scotland,LFB,£128.74,-
BRD-2025M11-033159,POL-7720431,22-Jul-25,06/08/2025,O,TH,South,CKM,£680.80,2994.24
BRD-2025M11-033160,POL-2908653,17/02/2025,25/02/2025,CWP,WS,London,KKS,-,
BRD-2025M11-033161,POL-2427051,2025-08-25,12/10/2025,O,TH,North,ANA,25.51,255.64
BRD-2025M11-033162,POL-2802972,11/04/2025,11/04/2025,O,TPPD,North,WJJ,£1492.33,2027.91
BRD-2025M11-033163,POL-7343023,03/02/2025,03/04/2025,C,WS,Midlands,MBT,458.79,
BRD-2025M11-033164,POL-4784733,09/03/2025,31/03/2025,CWP,AD,London,JBK,-,0.00
BRD-2025M11-033165,POL-2038506,11/03/2025,22/03/2025,CWP,AD,Scotland,LRP,,0.00
BRD-2025M11-033166,POL-1205590,10/08/2025,17/09/2025,C,TPBI,North,APT,£515.22,-
BRD-2025M11-033167,POL-8272094,14/11/2024,15/11/2024,closed,WS,London,CHN,£2886.92,-
BRD-2025M11-033168,POL-5871691,03/11/2025,10/11/2025,C,AD,South,PAC,£1952.02,-
BRD-2025M11-033169,POL-3727254,02/06/2025,10/06/2025,C,AD,South,HMM,£4596.07,-
BRD-2025M11-033170,POL-8457218,24/10/2024,24/10/2024,C,AD,North,KRR,2721.18,
BRD-2025M11-033171,POL-4852015,20/02/2025,21/02/2025,RO,AD,North,TNG,£1255.22,£996.82
BRD-2025M11-033172,POL-1974426,07/10/2025,13/10/2025,O,TH,London,JHN,434.58,6928.78
BRD-2025M11-033173,POL-2762817,23-Aug-25,25/08/2025,CWP,TH,London,NML,0.00,0.00
BRD-2025M11-033174,POL-5519433,29/11/2025,30/11/2025,C,TH,Midlands,GWW,£11194.65,0.00
BRD-2025M11-033175,POL-5556771,23/07/2025,23/08/2025,C,TPBI,London,RMS,10012.02,-
BRD-2025M11-033176,POL-9035438,2025-04-15,24/04/2025,o,WS,South,DGP,(29.45),0.00
BRD-2025M11-033177,POL-4461182,27/11/2024,04/12/2024,C ,TPBI,London,JWJ,£5256.74,0.00
BRD-2025M11-033178,POL-4458950,18/03/2025,19/03/2025,O,AD,Scotland,NAH,£1472.67,£2890.14
BRD-2025M11-033179,POL-9845861,28/09/2025,06/10/2025,OPEN,WS,Scotland,BAH,£148.88,£2750.80
BRD-2025M11-033180,POL-1639024,18/10/2024,24/10/2024,O,WS,London,BHA,£3911.12,£6106.44
BRD-2025M11-033181,POL-9171912,2024-12-13,19/12/2024,CWP,AD,Midlands,PEA,-,
BRD-2025M11-033182,POL-5885839,11/09/2025,15/09/2025,C,TPPD,South,WAG,£620.40,0.00
BRD-2025M11-033183,POL-8738991,01/03/2025,04/04/2025,CWP,TPPD,South,SWD,0.00,
BRD-2025M11-033184,POL-8528351,14-Oct-25,19/10/2025,C,TPPD,London,GPK,£464.83,-
BRD-2025M11-033185,POL-3654623,28/08/2025,14/09/2025,C,TH,South,RRL,(456.30),-
BRD-2025M11-033186,POL-4857592,31/03/2025,03/04/2025,closed,AD,North,RJL,£1926.03,0.00
BRD-2025M11-033187,POL-3687629,21/06/2025,27/06/2025,C,AD,London,ARR,£550.49,-
BRD-2025M11-033188,POL-5344237,09/07/2025,10/07/2025,C,WS,Midlands,PPG,£3039.59,
BRD-2025M11-033189,POL-9708656,18/05/2025,25/05/2025,C,AD,London,ETT,1688.02,
BRD-2025M11-033190,POL-9327202,10/02/2025,16/02/2025,O,WS,South,EPB,£584.66,291.68
BRD-2025M11-033191,POL-3448857,11/09/2025,18/10/2025,RO,TPBI,North,CLW,£3140.42,£6274.69
BRD-2025M11-033192,POL-2830268,16/09/2025,05/10/2025,C ,FI,North,BBE,747.90,
BRD-2025M11-033193,POL-9388259,10/12/2024,17/12/2024,C,AD,South,WLW,773.34,0.00
BRD-2025M11-033194,POL-3576724,2025-09-02,04/09/2025,closed,TPPD,North,SWD,1070.88,0.00
BRD-2025M11-033195,POL-2295836,17/04/2025,03/05/2025,C,TPBI,North,LGW,£10012.31,-
BRD-2025M11-033196,POL-1037015,2025-03-19,07/04/2025,C,TH,London,MHK,1482.79,0.00
BRD-2025M11-033197,POL-5823979,29/05/2025,04/06/2025,C,TPPD,North,HSS,£8805.94,-
BRD-2025M11-033198,POL-9370036,19/03/2025,25/03/2025,C,AD,Midlands,CLN,2346.04,
BRD-2025M11-033199,POL-1902479,2025-04-09,29/04/2025,O,TPBI,South,DDD,658.92,£1316.94
BRD-2025M11-033200,POL-3143627,31/12/2024,12/01/2025,RO,AD,South,KWG,508.10,£507.87
BRD-2025M11-033201,POL-1353035,09/05/2025,21/05/2025,C,WS,Scotland,ENT,£2819.93,-
BRD-2025M11-033202,POL-1245134,24/02/2025,26/02/2025,O,WS,South,MGS,1937.86,3399.13
BRD-2025M11-033203,POL-8968029,23/10/2025,25/10/2025,O,TPPD,North,LPL,570.59,£2780.25
BRD-2025M11-033204,POL-2456628,30/12/2024,30/12/2024,O,TPPD,London,BRF,100.00,1002.12
BRD-2025M11-033205,POL-1645745,25/11/2024,26/11/2024,C,AD,London,ADE,2012.68,
BRD-2025M11-033206,POL-7098204,11/11/2024,12/11/2024,O,AD,North,SAD,(1443.49),-
BRD-2025M11-033207,POL-3096667,24-Mar-25,05/04/2025,closed,TH,North,JAT,£797.98,-
BRD-2025M11-033208,POL-9638571,2025-02-09,13/03/2025,O,TPPD,Midlands,NHK,724.23,1610.53
BRD-2025M11-033209,POL-4467753,10/07/2025,02/08/2025,C ,TPPD,Scotland,MHS,597.09,0.00
BRD-2025M11-033210,POL-4646327,03-Feb-25,06/02/2025,O,AD,London,SDJ,£203.74,2264.97
BRD-2025M11-033211,POL-8192896,16/04/2025,15/06/2025,O,WS,South,TDA,187.94,£518.31
BRD-2025M11-033212,POL-8698013,2025-10-26,31/10/2025,C,AD,North,HKC,£1380.45,
BRD-2025M11-033213,POL-6487624,13/06/2024,19/06/2024,C,TH,North,JAL,£188.45,
BRD-2025M11-033214,POL-1650691,28/03/2025,16/04/2025,O,WS,South,AKL,£224.56,525.94
BRD-2025M11-033215,POL-1490403,23/11/2024,23/11/2024,C,AD,London,TPG,5984.45,-
BRD-2025M11-033216,POL-8410966,29/06/2025,11/07/2025,closed,AD,London,MBT,£816.50,-
BRD-2025M11-033217,POL-5318656,16/11/2024,21/11/2024,CWP,TPPD,Midlands,PKW,0.00,0.00
BRD-2025M11-033218,POL-7408439,21-Oct-25,29/11/2025,OPEN,TH,South,ARD,527.20,£4356.39
BRD-2025M11-033219,POL-5230958,2025-08-11,15/08/2025,O,TPPD,North,MHG,£247.33,425.69
BRD-2025M11-033220,POL-2871788,27/11/2025,30/11/2025,C,WS,Scotland,MWC,£1985.55,
BRD-2025M11-033221,POL-9671494,12/10/2025,27/10/2025,O,TPBI,Scotland,NJH,11887.40,£9387.43
BRD-2025M11-033222,POL-2198704,2025-02-24,07/03/2025,OPEN,TPPD,South,SAK,52.78,£1502.87
BRD-2025M11-033223,POL-6121961,01/10/2025,19/10/2025,closed,TPPD,London,BJS,1670.24,0.00
BRD-2025M11-033224,POL-9592782,23/12/2024,31/12/2024,C,TPBI,Midlands,LHS,£3046.75,
BRD-2025M11-033225,POL-8651970,2025-11-27,27/11/2025,OPEN,TPPD,South,BTN,£129.64,461.00
BRD-2025M11-033226,POL-1607008,25/01/2025,03/02/2025,C,TPPD,Midlands,AKH,1326.64,
BRD-2025M11-033227,POL-4980827,2025-01-13,11/02/2025,C,AD,North,CNP,415.09,0.00
BRD-2025M11-033228,POL-8587938,19/09/2025,21/09/2025,OPEN,TPPD,South,GPC,304.63,£252.79
BRD-2025M11-033229,POL-6949981,14/08/2025,22/08/2025,O,TPPD,Midlands,SAK,£167.90,277.84
BRD-2025M11-033230,POL-6375005,20-Jul-25,23/07/2025,closed,TH,South,TKT,£1640.26,
BRD-2025M11-033231,POL-7416323,27-Dec-24,21/01/2025,closed,FI,North,DFK,£2566.32,
BRD-2025M11-033232,POL-3100140,06/09/2024,06/09/2024,C,TPBI,Scotland,CGB,£3336.01,0.00
BRD-2025M11-033233,POL-2477460,08/05/2025,13/05/2025,O,AD,North,WFN,156.80,113.18
BRD-2025M11-033234,POL-6798455,25/11/2025,30/11/2025,C,AD,Midlands,JFF,2162.98,0.00
BRD-2025M11-033235,POL-9999729,2025-10-07,13/10/2025,C,AD,Midlands,KFP,1207.44,-
BRD-2025M11-033236,POL-5549026,18/07/2025,01/08/2025,C ,TH,London,NHA,689.71,
BRD-2025M11-033236,POL-5549026,18/07/2025,01/08/2025,C ,TH,London,NHA,689.71,
BRD-2025M11-033237,POL-4693852,23/01/2025,06/02/2025,closed,WS,Scotland,PDP,1134.43,-
BRD-2025M11-033238,POL-3779423,21/08/2025,02/09/2025,C,TPPD,Midlands,JJL,6616.28,-
BRD-2025M11-033239,POL-3645756,01/06/2025,21/06/2025,C,AD,North,WCA,£1725.87,
BRD-2025M11-033240,POL-8865241,2025-11-08,12/11/2025,O,FI,South,WDT,£88.37,£73.22
BRD-2025M11-033241,POL-6843209,24/11/2025,30/11/2025,closed,AD,London,AEF,559.16,
BRD-2025M11-033242,POL-8339026,15/09/2024,21/10/2024,C,TPPD,South,JDF,3252.35,0.00
BRD-2025M11-033243,POL-9073346,06/11/2025,30/11/2025,C,AD,North,RNW,1568.65,0.00
BRD-2025M11-033244,POL-6292486,16/07/2025,26/08/2025,CWP,TPPD,London,DDW,-,-
BRD-2025M11-033245,POL-4441052,2025-11-21,22/11/2025,C,WS,London,GNA,1682.42,-
BRD-2025M11-033246,POL-4034718,22-Nov-25,25/11/2025,C,WS,Scotland,KKN,468.20,-
BRD-2025M11-033247,POL-5950365,2025-11-22,23/11/2025,C,TPPD,South,GHT,£1853.12,
BRD-2025M11-033248,POL-8101929,2025-09-04,05/09/2025,C ,AD,South,GAM,£3694.98,-
BRD-2025M11-033249,POL-9489435,2025-02-16,16/02/2025,O,AD,Midlands,ECA,£501.51,£833.91
BRD-2025M11-033250,POL-1259831,2025-10-30,26/11/2025,C ,TPPD,Scotland,JNC,307.31,
BRD-2025M11-033251,POL-5776942,08/07/2025,14/08/2025,O,AD,Midlands,SDE,4594.90,10416.33
BRD-2025M11-033252,POL-3664609,16/10/2025,01/11/2025,O,TH,South,WKC,£2747.33,2259.91
BRD-2025M11-033253,POL-4635349,14/09/2025,30/09/2025,C,FI,London,EFW,£14088.39,-
BRD-2025M11-033254,POL-3948253,2025-09-20,21/09/2025,closed,AD,Midlands,HWJ,£2525.88,-
BRD-2025M11-033255,POL-9508574,2025-04-29,01/05/2025,o,AD,London,NRG,£1115.81,£2539.46
BRD-2025M11-033256,POL-9571643,2025-08-01,05/08/2025,C,WS,Midlands,TLE,4614.53,-
BRD-2025M11-033257,POL-3306030,29/10/2025,10/11/2025,C,AD,Scotland,JHR,£293.27,-
BRD-2025M11-033258,POL-2682607,01-Nov-25,24/11/2025,O,TH,South,WAK,£299.77,£409.97
BRD-2025M11-033259,POL-4489783,20/08/2025,30/08/2025,O,AD,London,SLE,£753.42,1061.39
BRD-2025M11-033260,POL-1139693,24/03/2024,29/03/2024,O,TH,North,PHN,52.43,3349.17
BRD-2025M11-033261,POL-9195629,29/01/2025,04/02/2025,C,AD,Scotland,GFR,283.73,
BRD-2025M11-033262,POL-1102350,20-Jul-25,26/07/2025,CWP,TPPD,London,BAC,-,-
BRD-2025M11-033263,POL-3323475,18/01/2025,03/02/2025,C,TPPD,North,HGT,£852.24,-
BRD-2025M11-033264,POL-5075388,2025-09-14,18/10/2025,O,TPPD,North,TRF,834.10,£2709.98
BRD-2025M11-033265,POL-5940550,13-May-25,19/05/2025,C ,TPPD,Midlands,GCW,£1233.71,0.00
BRD-2025M11-033266,POL-9744969,23/06/2025,26/06/2025,C,WS,Midlands,FFF,£559.66,-
BRD-2025M11-033267,POL-5555170,28/09/2025,28/09/2025,C,TPPD,London,BCK,2012.72,-
BRD-2025M11-033268,POL-6473903,03/07/2025,03/07/2025,C,TPPD,Midlands,DEH,762.50,0.00
BRD-2025M11-033269,POL-9120058,04/01/2025,13/01/2025,O,AD,London,RBS,3192.06,1781.42
BRD-2025M11-033270,POL-2358537,14/11/2025,20/11/2025,C ,TH,North,AFP,8272.72,0.00
BRD-2025M11-033271,POL-2052991,03/01/2025,06/01/2025,C,TPPD,South,DBT,£2224.48,
BRD-2025M11-033272,POL-8017000,2025-03-30,04/04/2025,O,TPPD,Midlands,ADG,£978.66,£2682.05
BRD-2025M11-033273,POL-8833447,16/04/2025,24/04/2025,C,TPPD,Midlands,SFE,3037.30,
BRD-2025M11-033274,POL-6406370,17/03/2025,18/03/2025,C,TPPD,Midlands,NBS,£2303.72,
BRD-2025M11-033275,POL-2340933,20-Mar-25,15/04/2025,RO,AD,South,JFP,262.77,£4455.20
BRD-2025M11-033276,POL-9486346,13/07/2025,01/08/2025,C ,TH,London,RCT,£514.62,-
BRD-2025M11-033277,POL-6612160,18/01/2025,30/01/2025,O,TH,London,GHT,1681.11,£7289.97
BRD-2025M11-033278,POL-9497524,10/09/2025,07/10/2025,closed,AD,South,PJE,4203.09,0.00
BRD-2025M11-033279,POL-2334297,2025-05-21,17/06/2025,C,AD,North,BMG,£2292.35,
BRD-2025M11-033280,POL-2404803,09/09/2025,12/09/2025,CWP,AD,London,WRA,0.00,0.00
BRD-2025M11-033281,POL-4377749,01/05/2025,01/05/2025,C,TPPD,London,ARA,£3208.89,0.00
BRD-2025M11-033282,POL-2746406,2025-09-07,10/09/2025,CWP,TH,London,MDJ,0.00,-
BRD-2025M11-033283,POL-2793186,29/05/2025,31/05/2025,C,AD,Midlands,LCP,£4547.52,
BRD-2025M11-033284,POL-7903154,25/06/2024,15/07/2024,closed,TH,South,LCN,1148.94,-
BRD-2025M11-033285,POL-4789086,04/10/2025,04/10/2025,C,WS,Scotland,GAK,2314.95,-
BRD-2025M11-033286,POL-9465810,03-Oct-25,18/10/2025,O,AD,North,WNP,£153.78,£483.81
BRD-2025M11-033287,POL-6887600,28/11/2025,30/11/2025,C,AD,London,FLK,£4414.62,0.00
BRD-2025M11-033288,POL-8634288,29/09/2025,06/10/2025,C ,WS,South,NSG,£21243.32,0.00
BRD-2025M11-033289,POL-8064334,01-Apr-25,16/04/2025,O,TPBI,South,ARB,£1496.65,£1262.22
BRD-2025M11-033290,POL-8131305,26/03/2025,24/05/2025,O,AD,Scotland,NKK,3034.01,£2290.27
BRD-2025M11-033291,POL-6940931,17/09/2025,17/09/2025,O,TPPD,London,KFJ,2086.78,£1432.23
BRD-2025M11-033292,POL-9660910,2025-08-25,31/08/2025,C ,TPPD,North,HGM,745.09,0.00
BRD-2025M11-033293,POL-2633794,19/10/2025,24/10/2025,OPEN,AD,South,NLP,£162.65,£346.45
BRD-2025M11-033294,POL-6882458,21/04/2025,16/05/2025,C,AD,South,BSJ,1191.42,-
BRD-2025M11-033295,POL-1944453,03/01/2025,31/01/2025,RO,WS,Scotland,FSH,151.78,317.56
BRD-2025M11-033296,POL-1692733,09/03/2025,03/04/2025,O,TPPD,London,KHF,150.62,£1187.53
BRD-2025M11-033297,POL-2905300,22-Oct-25,26/10/2025,O,TH,Midlands,AHA,314.72,196.70
BRD-2025M11-033298,POL-4474903,09/10/2025,30/11/2025,CWP,TH,South,LAD,-,
BRD-2025M11-033299,POL-4229841,16/01/2025,19/01/2025,o,FI,Scotland,HMK,£274.04,1464.77
BRD-2025M11-033300,POL-7343574,2025-10-08,08/10/2025,closed,AD,Scotland,LBE,£812.60,
BRD-2025M11-033301,POL-9552633,06/04/2025,06/04/2025,C,AD,South,FLK,14720.93,0.00
BRD-2025M11-033302,POL-6989381,2025-10-08,10/10/2025,closed,AD,Scotland,TAE,£2223.01,
BRD-2025M11-033303,POL-9166279,19/03/2025,22/03/2025,C,TH,North,HDL,306.35,
BRD-2025M11-033304,POL-5464257,05/05/2025,24/05/2025,CWP,AD,London,HNA,,-
BRD-2025M11-033305,POL-3595648,2025-07-30,01/08/2025,O,TH,Midlands,FJR,73.37,£2496.42
BRD-2025M11-033306,POL-3073695,18/08/2025,10/09/2025,OPEN,TH,North,KBN,£574.59,499.82
BRD-2025M11-033307,POL-2744552,25/04/2025,30/04/2025,closed,TH,North,RDS,£1603.41,
BRD-2025M11-033308,POL-8506715,14/11/2024,25/11/2024,C,AD,North,JTL,£937.85,-
BRD-2025M11-033309,POL-4457766,28/08/2025,20/09/2025,C ,WS,North,JEC,£5369.14,-
BRD-2025M11-033309,POL-4457766,28/08/2025,20/09/2025,C ,WS,North,JEC,£5369.14,-
BRD-2025M11-033310,POL-2492871,28/05/2024,27/07/2024,O,TPPD,London,NHT,£210.33,288.14
BRD-2025M11-033311,POL-3860534,18/11/2025,24/11/2025,C ,AD,South,FAP,698.10,-
BRD-2025M11-033312,POL-4862768,18/09/2025,20/09/2025,o,TPPD,South,DMW,£224.74,£573.45
BRD-2025M11-033313,POL-1260701,09/09/2025,19/09/2025,C,TPPD,South,BWL,6635.34,
BRD-2025M11-033314,POL-2934462,2025-08-11,15/08/2025,C,WS,Midlands,DJK,274.58,
BRD-2025M11-033315,POL-2474051,2025-07-24,17/08/2025,O,TH,London,FES,390.93,£7906.64
BRD-2025M11-033316,POL-1409412,30/04/2025,08/05/2025,C,TPPD,London,GEF,£829.87,
BRD-2025M11-033317,POL-7983105,15/12/2024,20/12/2024,C,TPPD,London,BKW,3161.06,0.00
BRD-2025M11-033318,POL-5802668,29/07/2024,04/08/2024,O,AD,South,TLB,456.36,£1395.18
BRD-2025M11-033319,POL-4777000,26/10/2025,01/11/2025,RO,TPPD,London,BRE,£673.27,1560.20
BRD-2025M11-033320,POL-4536322,2025-04-02,06/04/2025,O,WS,Scotland,JNP,£330.97,1218.81
BRD-2025M11-033321,POL-9253965,26/11/2024,28/11/2024,CWP,WS,Scotland,KNM,,
BRD-2025M11-033322,POL-9397884,26/10/2025,28/10/2025,CWP,AD,Midlands,HBB,-,0.00
BRD-2025M11-033323,POL-7008265,2025-07-13,28/07/2025,O,AD,London,WAR,£14.98,160.72
BRD-2025M11-033324,POL-9873540,24/08/2025,30/08/2025,C,TPPD,Midlands,CAA,£1665.93,-
BRD-2025M11-033325,POL-1451187,20/04/2025,30/04/2025,RO,TPPD,Scotland,FKS,270.84,£358.86
BRD-2025M11-033326,POL-5940511,07/11/2025,16/11/2025,C,AD,Midlands,CLT,£1632.28,-
BRD-2025M11-033327,POL-2837429,08/11/2024,12/11/2024,O,TH,Midlands,TBH,£174.82,£12832.14
BRD-2025M11-033328,POL-8153922,14/11/2025,21/11/2025,O,TPBI,London,KME,£908.57,£1367.85
BRD-2025M11-033329,POL-2072230,2025-06-27,03/07/2025,O,AD,Midlands,BLP,£75.53,£206.58
BRD-2025M11-033330,POL-7756590,03/10/2025,20/11/2025,C,TPPD,London,MEL,£542.64,0.00
BRD-2025M11-033331,POL-5196604,10/04/2025,16/04/2025,C,TH,London,LMM,2505.70,0.00
BRD-2025M11-033332,POL-3819887,23/05/2025,06/06/2025,C,WS,North,RKE,232.26,-
BRD-2025M11-033333,POL-3648513,23/07/2024,29/07/2024,C,TPBI,South,CTF,£498.60,0.00
BRD-2025M11-033334,POL-7298768,24-Aug-25,24/09/2025,RO,AD,South,FPS,£24.21,198.04
BRD-2025M11-033335,POL-8088611,2025-06-12,13/06/2025,O,AD,Midlands,RKB,1408.74,988.15
BRD-2025M11-033336,POL-4494415,10/11/2024,19/11/2024,C,WS,South,FGT,£118.29,0.00
BRD-2025M11-033337,POL-6449287,2025-01-05,06/01/2025,C,TPPD,South,TSN,£2279.19,0.00
BRD-2025M11-033338,POL-8855209,05-Oct-25,19/10/2025,OPEN,AD,Scotland,NTJ,3112.84,£1620.36
BRD-2025M11-033339,POL-6099956,2025-07-31,17/08/2025,O,TPPD,London,WCA,£2662.21,£1396.75
BRD-2025M11-033340,POL-4936571,07/07/2025,06/08/2025,C,TPPD,South,DCR,748.38,-
BRD-2025M11-033341,POL-4198145,23/11/2025,25/11/2025,C,TPPD,North,JAD,3465.25,
BRD-2025M11-033342,POL-6714977,21/08/2025,20/09/2025,C ,AD,Scotland,ELS,683.04,-
BRD-2025M11-033343,POL-7924726,10/08/2024,30/08/2024,CWP,WS,London,ALD,-,
BRD-2025M11-033344,POL-3914143,02/11/2025,28/11/2025,O,AD,South,TDF,£111.40,£1224.67
BRD-2025M11-033345,POL-5592260,05/08/2025,24/08/2025,C,TPPD,North,HAG,£1813.99,
BRD-2025M11-033346,POL-8144347,18/09/2025,29/09/2025,OPEN,TH,London,EEE,£9.02,£1112.58
BRD-2025M11-033347,POL-1743880,17/09/2025,29/09/2025,O,AD,London,LLP,159.25,575.28
BRD-2025M11-033348,POL-7212326,06/06/2025,09/06/2025,O,TH,London,LSS,£50.92,£604.48
BRD-2025M11-033349,POL-5482772,21/06/2025,24/08/2025,C,WS,South,WHN,£5146.66,
BRD-2025M11-033350,POL-6719841,02/12/2024,02/12/2024,C,TPBI,Midlands,JTW,£1934.55,
BRD-2025M11-033351,POL-7945792,20/09/2025,08/10/2025,O,AD,South,EHG,169.22,983.68
BRD-2025M11-033352,POL-6168779,18-Aug-25,24/08/2025,C,TPPD,Midlands,FNF,£979.51,
BRD-2025M11-033353,POL-9037975,17/10/2025,28/10/2025,C,AD,North,JJJ,722.86,
BRD-2025M11-033354,POL-5901271,07/04/2025,08/04/2025,C,TH,South,RPP,£182.65,
BRD-2025M11-033355,POL-3499317,26/10/2025,04/11/2025,C,AD,South,RDN,1023.27,
BRD-2025M11-033356,POL-3746437,04-Nov-25,18/11/2025,C ,TH,South,GMC,£804.28,
BRD-2025M11-033357,POL-1180863,17/10/2025,20/11/2025,C,AD,North,APJ,459.75,-
BRD-2025M11-033358,POL-3081137,13/10/2025,16/10/2025,C ,AD,London,CNA,£5059.01,-
BRD-2025M11-033359,POL-2408475,23/04/2025,26/05/2025,O,TH,South,GHR,£167.82,124.25
BRD-2025M11-033360,POL-5841137,17/03/2025,23/04/2025,closed,AD,London,NAT,£243.30,0.00
BRD-2025M11-033361,POL-8273134,11/09/2025,28/09/2025,C,TH,North,SJN,6664.87,
BRD-2025M11-033362,POL-2448757,2025-10-13,07/11/2025,C,TPBI,Midlands,WDL,2640.57,0.00
BRD-2025M11-033363,POL-9267457,20/08/2024,25/10/2024,O,AD,Midlands,CET,£1800.94,£2129.93
BRD-2025M11-033364,POL-7785542,30/06/2025,01/07/2025,O,FI,Midlands,CNN,£839.57,956.12
BRD-2025M11-033365,POL-3199958,30/10/2025,14/11/2025,C,TPPD,South,FAP,1188.90,-
BRD-2025M11-033366,POL-1482935,18/11/2024,23/11/2024,C,TPPD,South,HBB,£1017.15,
BRD-2025M11-033367,POL-2002212,16/02/2025,14/03/2025,C,TPBI,Midlands,NJB,£2319.73,
BRD-2025M11-033368,POL-9716268,25/07/2025,13/08/2025,OPEN,TPPD,London,LJH,394.85,£232.51
BRD-2025M11-033369,POL-6146338,08-Jan-25,12/01/2025,O,AD,London,RLR,100.39,£322.44
BRD-2025M11-033370,POL-5279488,31-Aug-25,26/09/2025,C,TPPD,London,RMT,£1410.85,-
BRD-2025M11-033371,POL-9858258,19/10/2024,22/10/2024,o,AD,London,EEK,£933.31,£8676.16
BRD-2025M11-033372,POL-3857812,27/10/2024,27/10/2024,C,WS,South,BGS,£4956.80,
BRD-2025M11-033373,POL-8200457,2025-07-29,02/08/2025,OPEN,TPBI,Midlands,GRF,£1638.23,8810.23
BRD-2025M11-033374,POL-4118296,17-Feb-25,17/02/2025,C,TPPD,North,RGL,9551.78,-
BRD-2025M11-033375,POL-2063494,18/10/2025,26/10/2025,CWP,AD,Scotland,LLA,-,
BRD-2025M11-033376,POL-1735427,05/12/2024,07/12/2024,C,TPPD,North,DPK,£773.15,0.00
BRD-2025M11-033377,POL-5370429,23/06/2025,08/07/2025,OPEN,TPPD,Scotland,BJM,33.99,£1474.68
BRD-2025M11-033378,POL-5185124,19/08/2024,21/08/2024,O,TPBI,Midlands,KAR,239.31,204.71
BRD-2025M11-033379,POL-6181136,2025-10-17,25/10/2025,C,AD,South,GBG,766.37,
BRD-2025M11-033380,POL-6847968,05/11/2025,13/11/2025,C,AD,Midlands,LPP,£10153.21,-
