ClaimRef,PolicyNo,LossDate,ReportDate,Status,PerilCode,Region,Handler,PaidGBP,OutstandingGBP
BRD-2025M12-030435,POL-6724035,15/10/2025,18/10/2025,CWP,AD,North,BWR,,
BRD-2025M12-030436,POL-1602068,29/10/2025,07/11/2025,C,WS,North,MTH,£433.49,
BRD-2025M12-030437,POL-2702910,2025-06-01,04/06/2025,closed,AD,South,NPC,£3305.38,
BRD-2025M12-030438,POL-7662084,18-Nov-25,27/11/2025,C,TPPD,London,ARK,2020.95,-
BRD-2025M12-030439,POL-8412916,14-Jun-24,29/06/2024,C ,WS,South,SRW,£2154.15,0.00
BRD-2025M12-030440,POL-9776261,17/11/2025,31/12/2025,O,WS,Scotland,RSB,£418.23,£611.12
BRD-2025M12-030441,POL-6819072,03/03/2025,05/03/2025,RO,AD,South,KRJ,152.38,£2974.36
BRD-2025M12-030442,POL-6267986,10/11/2025,12/11/2025,C,WS,London,FFG,3813.80,0.00
BRD-2025M12-030443,POL-1490578,04/08/2025,12/08/2025,RO,AD,South,FHW,£483.38,£724.32
BRD-2025M12-030444,POL-2706135,04/12/2025,13/12/2025,CWP,TH,North,SCB,-,-
BRD-2025M12-030445,POL-9976852,2025-07-05,20/07/2025,C,WS,Midlands,NRD,2995.01,0.00
BRD-2025M12-030446,POL-6791755,TBC,16/06/2025,O,TPBI,Midlands,JSH,£1188.74,£721.71
BRD-2025M12-030447,POL-7844243,2025-11-20,31/12/2025,CWP,TH,South,NJJ,-,
BRD-2025M12-030448,POL-9613941,09/10/2025,12/10/2025,O,TPPD,Midlands,AEF,£1221.91,£2719.42
BRD-2025M12-030449,POL-6606420,07/11/2025,13/11/2025,OPEN,TPBI,London,EJJ,£2645.71,£2901.40
BRD-2025M12-030450,POL-5251048,07/04/2024,13/04/2024,O,FI,Scotland,SDL,£2105.21,2818.30
BRD-2025M12-030451,POL-5246724,2025-10-31,07/12/2025,closed,AD,Midlands,LLF,£317.27,-
BRD-2025M12-030452,POL-2221048,26/04/2025,30/05/2025,O,TPPD,Midlands,RWA,£344.49,£151.75
BRD-2025M12-030453,POL-5052101,24/05/2025,29/05/2025,C,TH,South,PND,11709.79,-
BRD-2025M12-030454,POL-5452708,21/11/2025,24/11/2025,C,AD,Scotland,FMK,2352.37,
BRD-2025M12-030455,POL-3732729,05/03/2025,07/03/2025,O,WS,South,KFR,413.41,£335.40
BRD-2025M12-030456,POL-9861194,30/05/2025,07/06/2025,CWP,TPBI,North,JWJ,-,-
BRD-2025M12-030457,POL-7472769,31/08/2025,17/09/2025,CWP,AD,North,PKJ,-,
BRD-2025M12-030458,POL-2673571,31/05/2025,03/06/2025,C,AD,North,CWH,2769.14,0.00
BRD-2025M12-030459,POL-4673824,29/12/2025,31/12/2025,C,TPPD,London,JRK,£2672.44,
BRD-2025M12-030460,POL-5488392,31/03/2025,03/04/2025,C,AD,North,TDT,£1734.05,-
BRD-2025M12-030461,POL-6610784,25/03/2025,29/03/2025,closed,TPPD,London,CET,£2781.12,0.00
BRD-2025M12-030462,POL-7843624,28/05/2025,03/06/2025,C,AD,Midlands,JCW,£1867.08,
BRD-2025M12-030463,POL-2106109,24/11/2025,08/12/2025,C,AD,Midlands,JJS,380.17,0.00
BRD-2025M12-030464,POL-1348225,2025-01-19,19/01/2025,CWP,AD,London,SAW,,-
BRD-2025M12-030465,POL-8573168,13/08/2024,03/09/2024,C,WS,North,GDD,£9721.29,0.00
BRD-2025M12-030466,POL-2074401,26/11/2024,27/12/2024,C,AD,London,AJA,1748.41,0.00
BRD-2025M12-030467,POL-8714974,22/10/2025,28/10/2025,O,TPPD,Scotland,NRW,251.68,1354.49
BRD-2025M12-030468,POL-2703262,13/07/2024,16/07/2024,RO,TH,Midlands,MDA,£1496.39,£3449.77
BRD-2025M12-030469,POL-9554109,2025-08-18,23/08/2025,O,AD,North,SFG,£1459.45,£694.60
BRD-2025M12-030469,POL-9554109,2025-08-18,23/08/2025,O,AD,North,SFG,£1459.45,£694.60
BRD-2025M12-030470,POL-5286186,2025-10-30,09/11/2025,O,AD,North,KPE,£253.75,£537.49
BRD-2025M12-030471,POL-7893547,24/08/2025,,O,TPPD,Scotland,BGW,£3483.86,£3594.59
BRD-2025M12-030472,POL-9119029,01/03/2025,25/03/2025,O,TH,Scotland,EWB,620.27,£2920.44
BRD-2025M12-030473,POL-7813233,04/06/2025,11/06/2025,O,TH,Scotland,PLP,£179.91,114.68
BRD-2025M12-030474,POL-5661003,18/03/2025,07/04/2025,CWP,AD,North,PTH,-,
BRD-2025M12-030475,POL-7838193,2025-09-20,07/10/2025,RO,WS,Scotland,EEH,535.66,£316.04
BRD-2025M12-030476,POL-1661236,15/06/2025,25/06/2025,closed,AD,South,BAT,2426.00,-
BRD-2025M12-030477,POL-5334348,2025-07-25,01/08/2025,O,AD,South,GEM,£22.41,£536.04
BRD-2025M12-030478,POL-1415373,16/02/2025,27/03/2025,RO,AD,South,KKM,£1028.72,2265.04
BRD-2025M12-030479,POL-8612024,02/06/2024,05/06/2024,O,TPBI,South,JWH,£1204.35,£1347.32
BRD-2025M12-030480,POL-1442699,22/01/2025,03/02/2025,O,TPBI,Midlands,PWS,121.23,£158.33
BRD-2025M12-030481,POL-6335998,2025-08-18,09/09/2025,O,TPPD,South,PLW,257.84,£317.46
BRD-2025M12-030482,POL-3863490,07/01/2025,15/01/2025,C,FI,Midlands,GJR,9414.79,
BRD-2025M12-030483,POL-3798000,25/09/2025,29/09/2025,C,AD,London,BPC,£11464.56,0.00
BRD-2025M12-030484,POL-1725040,31/03/2025,01/04/2025,C,WS,Midlands,WAT,£119.67,
BRD-2025M12-030485,POL-6444750,08-May-25,08/05/2025,C,TPBI,London,AGP,£1678.71,0.00
BRD-2025M12-030486,POL-3555013,13/02/2025,22/02/2025,CWP,TPPD,South,LPF,,
BRD-2025M12-030487,POL-4586042,01/11/2025,03/11/2025,O,TPPD,Scotland,SEC,£435.02,£915.19
BRD-2025M12-030488,POL-3663217,2025-06-16,16/06/2025,O,WS,North,APF,£7104.83,7312.78
BRD-2025M12-030489,POL-1294545,2024-10-16,25/10/2024,RO,TH,North,HJF,£202.65,426.23
BRD-2025M12-030490,POL-1103282,04/08/2025,06/08/2025,O,WS,London,FEA,£94.34,344.69
BRD-2025M12-030491,POL-1423790,2025-10-13,05/11/2025,CWP,TPPD,North,ENJ,-,
BRD-2025M12-030492,POL-9520585,16/06/2025,22/06/2025,C,TPPD,London,RAC,£1497.60,
BRD-2025M12-030493,POL-5787963,11/08/2025,13/08/2025,CWP,TH,North,HCT,,-
BRD-2025M12-030494,POL-3203997,26-Jul-24,06/08/2024,O,FI,North,RPH,549.77,297.34
BRD-2025M12-030495,POL-5148394,2025-09-30,03/10/2025,closed,TPPD,South,KHA,£3003.29,
BRD-2025M12-030496,POL-5050550,08/06/2025,10/07/2025,C,TPPD,Midlands,PAB,£1083.28,-
BRD-2025M12-030497,POL-9279245,26/08/2025,29/08/2025,C,TPPD,Scotland,WKR,£1345.20,
BRD-2025M12-030498,POL-4219391,14/09/2025,03/10/2025,O,TH,London,NPB,£2621.65,£1371.97
BRD-2025M12-030499,POL-1795013,21/07/2025,23/07/2025,O,AD,North,MNK,1260.75,£9876.94
BRD-2025M12-030500,POL-7633736,2025-10-01,06/10/2025,C,AD,London,KBN,£2204.83,-
BRD-2025M12-030501,POL-1958361,25/05/2025,28/05/2025,CWP,WS,North,LEB,0.00,
BRD-2025M12-030502,POL-1201004,12/05/2025,14/05/2025,C,FI,South,TFW,£2484.48,
BRD-2025M12-030503,POL-2814369,2025-06-22,08/07/2025,C,TPPD,South,KCP,£2185.86,-
BRD-2025M12-030504,POL-9783528,15/04/2025,26/04/2025,C,TPPD,London,GPJ,£717.58,-
BRD-2025M12-030505,POL-5896925,22/03/2025,12/04/2025,C,TPPD,London,PKW,£3680.00,0.00
BRD-2025M12-030506,POL-9175552,08/07/2025,09/07/2025,C,AD,South,HNL,£2690.20,0.00
BRD-2025M12-030507,POL-6167803,12/12/2024,20/12/2024,RO,TPBI,London,JTA,£687.07,£1522.10
BRD-2025M12-030508,POL-6229318,30/05/2025,31/05/2025,C ,AD,London,THG,£9239.62,-
BRD-2025M12-030509,POL-7244585,09/10/2025,28/10/2025,O,FI,Midlands,HAF,£1853.59,£3247.57
BRD-2025M12-030510,POL-1382408,18/07/2025,18/07/2025,OPEN,TPPD,Scotland,BEB,£716.96,1125.83
BRD-2025M12-030511,POL-6555166,2025-07-18,23/07/2025,CWP,AD,London,RRB,,0.00
BRD-2025M12-030512,POL-4531774,11/05/2025,13/05/2025,closed,AD,South,BLL,744.49,-
BRD-2025M12-030513,POL-1643186,06/09/2024,06/09/2024,C,TPPD,North,EPG,4369.65,
BRD-2025M12-030514,POL-3405559,01/12/2024,15/12/2024,CWP,WS,London,KWC,,
BRD-2025M12-030515,POL-4575523,08/04/2025,12/04/2025,C,TH,South,TEA,£2496.17,0.00
BRD-2025M12-030516,POL-9584847,2025-10-30,19/11/2025,C,AD,London,AGH,5495.21,0.00
BRD-2025M12-030517,POL-8625729,31/07/2025,10/08/2025,C,TPPD,Scotland,BPE,£905.90,-
BRD-2025M12-030518,POL-1258228,19/01/2025,21/01/2025,o,AD,London,THF,£4996.06,£6355.07
BRD-2025M12-030519,POL-1984937,16/10/2025,09/11/2025,C ,TPPD,North,TSG,£690.02,0.00
BRD-2025M12-030520,POL-5288850,06/07/2025,09/08/2025,closed,TPPD,London,ADS,920.52,0.00
BRD-2025M12-030521,POL-5212009,15/12/2025,17/12/2025,C,TPPD,Midlands,JFJ,2093.06,-
BRD-2025M12-030522,POL-3839226,2025-07-09,05/08/2025,CWP,AD,London,CRT,-,-
BRD-2025M12-030523,POL-9166328,2024-12-17,04/01/2025,O,TPPD,Scotland,KSL,314.89,£188.46
BRD-2025M12-030524,POL-6956134,19/09/2025,23/09/2025,C,TH,London,RDP,3453.82,
BRD-2025M12-030525,POL-9181633,2025-07-19,23/07/2025,C,WS,South,PCK,3286.43,0.00
BRD-2025M12-030526,POL-5001696,26/06/2025,29/06/2025,C,AD,South,JER,465.03,-
BRD-2025M12-030527,POL-9884171,2025-08-19,19/08/2025,O,TPPD,Midlands,TTA,621.60,313.01
BRD-2025M12-030528,POL-8275706,2025-08-09,09/08/2025,O,AD,North,KPN,£292.64,£217.73
BRD-2025M12-030529,POL-1134629,2025-04-19,28/04/2025,C ,FI,South,MSM,£3855.28,-
BRD-2025M12-030530,POL-1205878,22/02/2025,10/03/2025,O,WS,South,LKH,2946.73,£3550.17
BRD-2025M12-030531,POL-1214912,30/01/2025,10/02/2025,closed,FI,Scotland,WPE,£918.55,-
BRD-2025M12-030532,POL-5407372,29/09/2025,08/10/2025,C,TPBI,Scotland,JLD,£5398.42,0.00
BRD-2025M12-030533,POL-1991390,2024-12-03,12/01/2025,RO,WS,North,JHR,£1089.63,£3444.33
BRD-2025M12-030534,POL-5831854,29/05/2025,23/06/2025,O,TH,London,HDH,£850.71,£1923.66
BRD-2025M12-030535,POL-2935045,03/02/2025,04/02/2025,O,WS,South,EPS,298.79,£313.76
BRD-2025M12-030536,POL-4977840,25/02/2025,03/03/2025,O,TH,London,NCM,£239.31,526.79
BRD-2025M12-030537,POL-3488855,06/06/2025,11/06/2025,O,TH,South,HJE,£2836.59,1273.42
BRD-2025M12-030538,POL-2663877,27/06/2025,12/07/2025,C,AD,London,JJM,£1905.43,-
BRD-2025M12-030539,POL-2475792,03/08/2025,14/08/2025,O,AD,Midlands,NNW,£40.01,224.14
BRD-2025M12-030540,POL-6094887,30/06/2025,11/07/2025,C,TPPD,South,APK,1129.10,
BRD-2025M12-030541,POL-1901838,02/05/2025,02/05/2025,C,TPBI,Midlands,EFA,1704.06,0.00
BRD-2025M12-030542,POL-8549375,15/10/2025,26/10/2025,C ,TPPD,South,FGM,£5422.34,0.00
BRD-2025M12-030543,POL-1963932,23/11/2025,10/12/2025,C,AD,Scotland,EMC,£914.09,-
BRD-2025M12-030544,POL-7561591,2025-08-25,,C,TPBI,South,PCP,£9494.49,-
BRD-2025M12-030545,POL-4066022,23/02/2025,23/02/2025,closed,TPPD,Scotland,BJK,£1852.19,-
BRD-2025M12-030546,POL-2179829,04/09/2025,09/09/2025,C,TPPD,South,DFW,£1884.84,
BRD-2025M12-030547,POL-9783285,26-Nov-25,01/12/2025,OPEN,TPPD,South,SRW,115.30,£1439.16
BRD-2025M12-030548,POL-3023239,17/08/2025,24/09/2025,O,AD,London,FFE,377.48,736.61
BRD-2025M12-030549,POL-7724693,2025-11-19,22/11/2025,O,AD,South,GMF,44.37,455.94
BRD-2025M12-030550,POL-2217197,03/08/2025,09/08/2025,CWP,TPBI,London,PHJ,-,
BRD-2025M12-030551,POL-5340179,24/10/2024,06/11/2024,CWP,AD,London,GKK,0.00,
BRD-2025M12-030552,POL-1174299,25/02/2025,08/03/2025,C,AD,London,HKA,1232.80,-
BRD-2025M12-030553,POL-4424496,16/10/2025,31/10/2025,O,TPBI,London,NFM,£232.73,£1364.64
BRD-2025M12-030554,POL-3382624,03/11/2025,07/11/2025,C,WS,North,WCF,£1233.48,-
BRD-2025M12-030555,POL-7529395,13/11/2025,25/11/2025,o,TPPD,Midlands,TLD,423.26,388.63
BRD-2025M12-030556,POL-6535111,21/06/2025,30/06/2025,CWP,TPPD,Midlands,JSJ,,0.00
BRD-2025M12-030557,POL-6946212,26-Sep-25,19/10/2025,CWP,AD,South,LTS,-,
BRD-2025M12-030558,POL-7425635,2025-09-09,18/09/2025,O,TPBI,London,AWP,£1164.07,866.48
BRD-2025M12-030559,POL-6066449,06-Dec-25,06/12/2025,CWP,AD,London,EFW,,
BRD-2025M12-030560,POL-6980299,02/07/2025,03/07/2025,C,TH,Midlands,CKR,2031.51,
BRD-2025M12-030561,POL-9222029,01/09/2025,11/09/2025,C,AD,London,FBC,£849.37,
BRD-2025M12-030562,POL-9543477,22/07/2025,22/07/2025,O,FI,London,HCH,£329.77,£420.98
BRD-2025M12-030563,POL-7568515,20/12/2025,22/12/2025,OPEN,TPBI,South,RFF,352.35,£464.83
BRD-2025M12-030564,POL-3170240,04/02/2025,05/02/2025,C,WS,South,NTS,£1131.18,0.00
BRD-2025M12-030565,POL-9046395,20/07/2024,07/08/2024,O,TPPD,Scotland,MNA,£494.23,£506.25
BRD-2025M12-030566,POL-1559251,18-Dec-25,22/12/2025,C,WS,North,LLJ,5824.89,0.00
BRD-2025M12-030567,POL-6313468,17/08/2025,11/09/2025,C,TPBI,Midlands,RWC,£1679.65,-
BRD-2025M12-030568,POL-4434002,22/05/2025,31/05/2025,O,AD,Midlands,PBR,£325.70,£621.34
BRD-2025M12-030569,POL-1528426,2025-08-01,06/08/2025,O,TPBI,South,ESP,435.10,2376.20
BRD-2025M12-030570,POL-3189571,24/06/2025,29/06/2025,C,TPPD,Midlands,PDL,£2204.61,0.00
BRD-2025M12-030571,POL-1675231,03/12/2024,21/12/2024,C,WS,North,DJJ,£3858.22,
BRD-2025M12-030572,POL-2996838,2025-06-22,14/08/2025,C,AD,North,MKH,£121.43,0.00
BRD-2025M12-030573,POL-7624322,07/08/2025,19/08/2025,C,AD,Midlands,NFJ,£995.55,-
BRD-2025M12-030574,POL-5649586,31/08/2024,11/09/2024,CWP,TPPD,North,PCC,0.00,
BRD-2025M12-030575,POL-6692572,12/02/2025,01/03/2025,O,TPPD,North,SHW,£5276.34,£7923.49
BRD-2025M12-030576,POL-5178816,20/02/2025,22/02/2025,C,AD,North,RJA,£1769.09,-
BRD-2025M12-030577,POL-5964766,2025-09-29,02/10/2025,C,TPPD,Midlands,CME,£11710.15,-
BRD-2025M12-030578,POL-1388075,09/09/2025,13/09/2025,O,TH,Midlands,TDN,2400.08,1074.01
BRD-2025M12-030579,POL-9241576,19-Aug-25,14/09/2025,RO,TH,North,HHS,£1221.97,680.82
BRD-2025M12-030580,POL-9510010,13/10/2025,26/10/2025,C,WS,London,JGR,£1252.34,-
BRD-2025M12-030581,POL-2157658,02-Nov-24,14/11/2024,C,TH,North,CER,696.53,-
BRD-2025M12-030582,POL-5331977,16/03/2025,19/03/2025,closed,WS,Scotland,PNG,£494.40,-
BRD-2025M12-030583,POL-4841212,04/10/2025,04/10/2025,C,TH,South,ERF,£752.78,
BRD-2025M12-030584,POL-6085314,11/10/2025,25/10/2025,C,WS,London,BSA,2315.57,
BRD-2025M12-030585,POL-9323752,24/07/2024,09/08/2024,CWP,TPBI,Midlands,JFT,-,
BRD-2025M12-030586,POL-5749537,2025-04-05,26/04/2025,C,TPPD,Scotland,CFD,£13345.32,
BRD-2025M12-030587,POL-4094814,17-Dec-24,01/01/2025,C,AD,North,NGW,£1063.16,0.00
BRD-2025M12-030588,POL-2984939,16/02/2025,21/03/2025,O,TPPD,North,NJA,£462.09,£449.44
BRD-2025M12-030589,POL-4919243,23-Nov-25,23/11/2025,O,AD,London,WLL,£1039.60,£743.71
BRD-2025M12-030590,POL-4857076,14/02/2025,15/02/2025,O,AD,Scotland,AFW,£408.54,£473.20
BRD-2025M12-030591,POL-7987112,21-Aug-25,24/08/2025,o,AD,South,LMS,£9139.94,£9120.56
BRD-2025M12-030592,POL-4596860,2025-11-14,19/11/2025,o,AD,South,ESB,£1922.69,£1249.12
BRD-2025M12-030593,POL-1395624,2025-09-21,29/09/2025,closed,TPPD,Scotland,CRC,£1716.61,
BRD-2025M12-030594,POL-2008280,23/05/2025,27/05/2025,C,FI,London,LTT,£2878.12,
BRD-2025M12-030595,POL-4993895,2025-10-18,01/11/2025,O,AD,London,RMG,194.04,£2503.90
BRD-2025M12-030596,POL-1736138,2025-10-13,24/10/2025,CWP,AD,South,PTG,,-
BRD-2025M12-030597,POL-2347492,2024-12-29,07/01/2025,C,WS,Midlands,WKB,£1073.95,-
BRD-2025M12-030598,POL-2388466,19/04/2025,19/04/2025,closed,WS,North,PHT,£299.17,
BRD-2025M12-030599,POL-2478023,31-Oct-25,20/11/2025,C,TPBI,Midlands,BPM,£685.10,-
BRD-2025M12-030600,POL-2821222,24/11/2024,01/12/2024,C ,TPBI,North,APE,£394.13,0.00
BRD-2025M12-030601,POL-7705639,2025-04-15,15/04/2025,C,AD,South,TRM,£2052.99,
BRD-2025M12-030602,POL-5567507,19/11/2025,22/11/2025,RO,TPBI,South,SFA,£2143.59,£2108.08
BRD-2025M12-030603,POL-1109627,10/04/2025,10/04/2025,C,TPPD,South,MCL,£4383.09,0.00
BRD-2025M12-030604,POL-8842903,03/08/2025,13/08/2025,OPEN,WS,North,SBF,£22.74,209.42
BRD-2025M12-030605,POL-5608148,01/11/2025,15/11/2025,O,WS,London,EDR,1565.03,£4535.32
BRD-2025M12-030606,POL-5649901,14/01/2025,26/01/2025,C,AD,London,EET,£946.82,-
BRD-2025M12-030607,POL-2233305,2025-09-26,06/10/2025,C,TPPD,South,ESC,885.14,0.00
BRD-2025M12-030608,POL-8582382,03/07/2025,19/07/2025,C,AD,Scotland,CPL,£429.11,0.00
BRD-2025M12-030609,POL-7110482,22/02/2025,22/02/2025,RO,TPBI,London,RNK,£2109.21,£3363.19
BRD-2025M12-030610,POL-2599080,09/11/2025,25/11/2025,CWP,TPPD,Midlands,GSF,-,-
BRD-2025M12-030611,POL-2861509,19-Dec-25,,C,WS,South,DDB,£3497.44,0.00
BRD-2025M12-030612,POL-8034871,12-Jun-25,15/06/2025,O,AD,London,WFM,755.48,£1063.28
BRD-2025M12-030613,POL-4736179,21-Sep-25,01/10/2025,closed,TPPD,Scotland,TCS,£132.61,-
BRD-2025M12-030614,POL-1746934,2025-06-10,22/06/2025,C,TPBI,Midlands,RPP,£2585.89,0.00
BRD-2025M12-030615,POL-2293349,16/08/2024,21/08/2024,C,TPBI,Midlands,GGJ,649.22,
BRD-2025M12-030616,POL-6751923,05/06/2025,06/06/2025,CWP,TPPD,South,PTS,0.00,0.00
BRD-2025M12-030617,POL-9319559,01/05/2025,04/05/2025,C,AD,South,ETG,£1323.26,0.00
BRD-2025M12-030618,POL-2717490,15/06/2024,18/06/2024,C,AD,London,SKC,842.34,
BRD-2025M12-030618,POL-2717490,15/06/2024,18/06/2024,C,AD,London,SKC,842.34,
BRD-2025M12-030619,POL-3508498,07/11/2025,23/11/2025,OPEN,TPPD,Midlands,LDL,£1199.64,£756.85
BRD-2025M12-030620,POL-7931088,2025-09-07,09/09/2025,closed,WS,London,KTD,952.86,
BRD-2025M12-030621,POL-3192775,2025-02-19,20/02/2025,C,TPBI,South,TBA,£14760.36,-
BRD-2025M12-030622,POL-9404267,18-May-24,25/05/2024,OPEN,AD,London,TMN,1248.08,1768.10
BRD-2025M12-030623,POL-4163923,09/12/2025,20/12/2025,O,WS,North,RTA,189.03,739.17
BRD-2025M12-030624,POL-5659190,2025-06-10,28/06/2025,C,WS,Midlands,DKT,£17246.62,
BRD-2025M12-030625,POL-9629313,14-Sep-25,13/10/2025,closed,AD,London,HCG,£812.18,-
BRD-2025M12-030626,POL-8935990,08/05/2024,25/05/2024,C ,AD,Scotland,JGJ,£955.72,
BRD-2025M12-030627,POL-2149547,2025-07-16,04/08/2025,C,TPPD,North,WKG,£751.94,-
BRD-2025M12-030628,POL-5921664,08/11/2025,28/11/2025,o,TH,London,SSR,3829.29,1692.41
BRD-2025M12-030629,POL-3257362,2025-01-31,20/02/2025,C,AD,Midlands,WGK,11962.89,0.00
BRD-2025M12-030630,POL-9168300,18/01/2025,22/01/2025,O,AD,Midlands,SHL,£732.51,3029.74
BRD-2025M12-030631,POL-3320619,26/05/2025,27/06/2025,OPEN,TPBI,Scotland,FHH,£1128.32,3565.16
BRD-2025M12-030632,POL-3887042,01/08/2025,09/08/2025,C,AD,North,LBB,£1699.48,-
BRD-2025M12-030633,POL-6196873,20/04/2025,27/04/2025,C,AD,South,SSL,£4688.03,
BRD-2025M12-030634,POL-9845616,08/09/2025,23/09/2025,O,WS,Midlands,FNW,3622.87,£2270.93
BRD-2025M12-030635,POL-3429348,05/08/2025,07/08/2025,o,TH,Midlands,ADW,£423.53,910.02
BRD-2025M12-030636,POL-1330996,22/02/2025,03/03/2025,O,AD,London,KEE,£18.45,£303.22
BRD-2025M12-030637,POL-3182803,2025-11-24,26/11/2025,CWP,AD,London,NDJ,,
BRD-2025M12-030638,POL-1150823,21/10/2025,09/11/2025,O,AD,South,LGF,114.11,£174.41
BRD-2025M12-030639,POL-9144110,25/08/2025,27/08/2025,CWP,AD,South,SRN,,
BRD-2025M12-030640,POL-9561548,29-May-25,09/06/2025,O,TPPD,London,SPK,162.16,1136.48
BRD-2025M12-030641,POL-7887730,2025-09-01,06/09/2025,C,TH,Midlands,MMT,£6781.80,
BRD-2025M12-030642,POL-2833192,13/07/2025,24/07/2025,closed,FI,London,DPR,£1813.85,
BRD-2025M12-030643,POL-4170160,13/06/2025,15/06/2025,OPEN,TPBI,South,HTL,£253.76,584.81
BRD-2025M12-030644,POL-6314925,2025-10-14,15/10/2025,O,AD,South,EGW,£424.74,£396.57
BRD-2025M12-030645,POL-9859837,18/12/2025,29/12/2025,O,WS,North,HEJ,(672.16),0.00
BRD-2025M12-030646,POL-5367320,2025-02-15,18/02/2025,C,TPBI,London,LLD,3360.07,-
BRD-2025M12-030647,POL-7640413,2025-07-05,09/07/2025,CWP,WS,London,MWK,,
BRD-2025M12-030648,POL-7190565,27/09/2025,01/10/2025,C,WS,South,LKG,£1115.31,-
BRD-2025M12-030649,POL-3134939,2025-08-03,31/08/2025,CWP,TPPD,Scotland,TCT,0.00,
BRD-2025M12-030650,POL-6583453,11/10/2025,13/10/2025,OPEN,TPPD,Midlands,ETH,£153.52,£913.51
BRD-2025M12-030651,POL-9220297,19/01/2025,20/01/2025,O,TPPD,London,NSW,503.07,£391.50
BRD-2025M12-030652,POL-8740024,2025-09-09,12/09/2025,O,TPPD,Midlands,HDP,225.13,£1726.92
BRD-2025M12-030653,POL-3345578,04/09/2025,07/09/2025,CWP,AD,South,LDT,-,-
BRD-2025M12-030654,POL-4639010,14-Dec-25,14/12/2025,C,TPPD,North,MBF,£1087.62,-
BRD-2025M12-030655,POL-4053918,09/12/2025,31/12/2025,C,TPBI,London,FPP,£17424.86,0.00
BRD-2025M12-030656,POL-7360208,02/03/2025,16/03/2025,C,AD,London,HMN,£46363.71,
BRD-2025M12-030657,POL-8106576,2025-06-20,11/07/2025,CWP,AD,North,RFB,0.00,-
BRD-2025M12-030658,POL-4186628,20/03/2025,03/04/2025,OPEN,FI,Midlands,NWJ,£570.83,£1686.51
BRD-2025M12-030659,POL-3552186,03/08/2025,18/08/2025,C,TH,Midlands,WTM,£1351.94,0.00
BRD-2025M12-030660,POL-3269513,31/07/2025,01/08/2025,OPEN,WS,South,KFJ,909.58,£8050.69
BRD-2025M12-030661,POL-5779982,17/11/2025,18/11/2025,C,TH,Midlands,AMW,£2626.40,-
BRD-2025M12-030662,POL-4734949,02/06/2025,02/06/2025,closed,AD,Midlands,ECJ,£737.32,-
BRD-2025M12-030663,POL-5867827,03/10/2025,13/10/2025,O,TPPD,Midlands,BDG,£659.59,465.17
BRD-2025M12-030664,POL-7989392,2025-01-26,08/02/2025,C,TPBI,South,JWR,£2261.59,0.00
BRD-2025M12-030665,POL-7943647,16/09/2025,21/09/2025,C ,TPPD,London,PKN,3783.71,0.00
BRD-2025M12-030666,POL-9957487,2025-07-17,18/07/2025,closed,AD,North,CFH,£3934.45,
BRD-2025M12-030667,POL-9672597,10/05/2025,30/05/2025,OPEN,AD,South,MHM,£161.17,£81.44
BRD-2025M12-030668,POL-8094209,01/06/2025,17/06/2025,O,TPBI,South,BEG,£683.99,781.51
BRD-2025M12-030669,POL-5596197,2025-02-07,08/02/2025,closed,TPPD,Midlands,FMC,£1905.60,-
BRD-2025M12-030670,POL-6516689,11/10/2025,23/10/2025,C,AD,Midlands,FRK,£732.36,-
BRD-2025M12-030671,POL-1594644,18/01/2025,18/01/2025,O,TPPD,Scotland,HJS,225.71,£1400.80
BRD-2025M12-030672,POL-1718377,18-Jul-25,28/08/2025,RO,TPPD,London,RMT,£3242.86,1573.24
BRD-2025M12-030673,POL-5624554,26/10/2025,15/11/2025,o,TH,North,WTN,£209.82,£108.74
BRD-2025M12-030674,POL-1742139,28-Jan-25,04/02/2025,RO,AD,North,DGL,290.37,440.58
BRD-2025M12-030675,POL-9577706,22-Apr-25,24/04/2025,closed,AD,Midlands,RPW,1954.18,
BRD-2025M12-030676,POL-4740338,2025-06-23,24/06/2025,C,FI,South,CJP,981.61,0.00
BRD-2025M12-030677,POL-5529573,10/02/2025,11/02/2025,C,TPBI,Midlands,RJD,£3044.06,-
BRD-2025M12-030678,POL-5041537,08/05/2025,08/05/2025,O,TH,Midlands,HHK,£357.96,£1982.44
BRD-2025M12-030679,POL-8497002,06-May-25,23/05/2025,C,FI,South,FRC,£8388.40,0.00
BRD-2025M12-030680,POL-4425766,01-Aug-25,01/08/2025,C,WS,South,CWN,£1262.03,0.00
BRD-2025M12-030681,POL-4276882,27/11/2025,15/12/2025,O,TPBI,Scotland,HED,541.07,£248.40
BRD-2025M12-030682,POL-9103973,11/10/2025,16/10/2025,C,TH,London,ANT,£188.54,0.00
BRD-2025M12-030683,POL-9540404,07-Nov-25,29/11/2025,O,TPPD,London,SHC,328.03,215.70
BRD-2025M12-030684,POL-4735658,03/07/2025,15/07/2025,RO,TPBI,South,SWH,£266.19,£1114.15
BRD-2025M12-030685,POL-4306991,2025-10-29,21/11/2025,O,AD,North,GNS,£1144.00,£907.75
BRD-2025M12-030686,POL-9456423,2024-07-20,27/07/2024,O,TPPD,Midlands,MEC,£2014.51,1911.75
BRD-2025M12-030687,POL-2840513,21/06/2025,16/07/2025,closed,TPPD,South,DJE,£599.91,0.00
